Firename_year,Year,Region,Ranger_unit,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Firefighter_fatalities,Damaged_structures,Civilian_fatalities,Incident_number,Ranger_unit2,National_forest,County,County2,County3,DPA2,Fire_name2
STATE_1988,1988,III,Riverside,STATE,7/11/88,7/12/88,CDF,400,NA,B,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #1662_1988,1988,III,Riverside,STATE #1662,8/17/88,8/19/88,CDF,1000,NA,BG,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #1807_1988,1988,III,Riverside,STATE #1807,9/4/88,9/5/88,CDF,4738,NA,BG,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORANGE CO. ASSIST_1988,1988,III,Riverside,ORANGE CO. ASSIST,9/4/88,9/6/88,CC,NA,2384,WBG,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #1825_1988,1988,III,Riverside,STATE #1825,9/5/88,9/5/88,CDF,750,NA,BGA,Campfire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #2056_1988,1988,III,Riverside,STATE #2056,10/11/88,10/12/88,CDF,327,NA,B,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPOOR_1988,1988,III,San Bernardino,SPOOR,7/22/88,7/23/88,CDF,415,NA,B,Playing with fire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE_1988,1988,III,San Diego,STATE,10/9/88,10/10/88,CDF,445,NA,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPF #807_1988,1988,III,San Luis Obispo,LPF #807,7/17/88,NA,USFS,NA,5053,B,Campfire,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TONZI_1988,1988,IV,Amador-El Dorado,TONZI,9/5/88,9/5/88,CDF,341,NA,WBG,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #9_1988,1988,IV,Fresno-Kings,LIGHTNING #9,6/20/88,6/21/88,CDF,3650,NA,G,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN CO. #7_1988,1988,IV,Kern County,KERN CO. #7,6/21/88,NA,CC,NA,1900,BG,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN CO. #9 (KNOB)_1988,1988,IV,Kern County,KERN CO. #9 (KNOB),6/23/88,NA,CC,NA,375,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROCK_1989,1989,II,Plumas NF,ROCK,7/8/89,7/12/89,USFS,NA,3500,T,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEATHER_1989,1989,II,Lassen-Modoc,FEATHER,7/14/89,7/15/89,USFS,NA,420,T,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
OLIVAS_1989,1989,III,Owens Valley,OLIVAS,3/31/89,4/1/89,CDF,813,NA,BG,"Rekindle, Debris",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CONCORDIA_1989,1989,III,Riverside,CONCORDIA,7/5/89,7/5/89,CDF,1302,NA,B,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRADO_1989,1989,III,Riverside,PRADO,7/5/89,7/5/89,CDF,748,NA,B,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLACK MOUNTAIN_1989,1989,III,San Diego,BLACK MOUNTAIN,11/28/89,11/29/89,CITY,NA,3000,G,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALCH_1989,1989,IV,Sierra NF,BALCH,7/29/89,8/7/89,USFS,NA,7550,B,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHIPMAN_1990,1990,I,Humboldt-Del Norte,SHIPMAN,8/7/90,8/8/90,CDF,3500,NA,T,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #79_1990,1990,II,Lassen-Modoc,LIGHTNING #79,8/10/90,8/12/90,BLM,178,400,B,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOREST HILL_1990,1990,II,Nevada-Yuba-Placer,FOREST HILL,7/20/90,7/20/90,CDF,300,NA,GB,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALD_1990,1990,II,Shasta-Trinity,BALD,8/9/90,8/12/90,CDF,2782,NA,GW,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DYE_1990,1990,II,Tehama-Glenn,DYE,8/6/90,8/8/90,CDF,4973,227,WB,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELK HORN_1990,1990,II,Tehama-Glenn,ELK HORN,8/9/90,8/14/90,CDF,15,309,B,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BINGO RINCON #3_1990,1990,III,San Diego,BINGO RINCON #3,6/26/90,6/27/90,BIA,NA,300,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLICK ROCK_1992,1992,IV,San Benito-Monterey,SLICK ROCK,8/17/92,8/17/92,USFS,NA,2480,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
STF #135_1992,1992,IV,Tuolumne-Calaveras,STF #135,9/7/92,9/7/92,USFS,NA,3460,T,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLI RANCH_1996,1996,Cascade,Out of State (Nevada),BELLI RANCH,8/5/96,8/8/96,NEVADA,NA,6724,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
MODOC NF 707 (AMBROSE)_1996,1996,Cascade,Modoc NF (LMU),MODOC NF 707 (AMBROSE),8/26/96,8/28/96,USFS,NA,20412,NA,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KERN #17 (CHOCKTAW)_1997,1997,Sierra,Kern County,KERN #17 (CHOCKTAW),8/19/97,8/19/97,CC,NA,4000,NA,Undetermined,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ASSIST (FEATHER RIVER)_1999,1999,Coast,Plumas NF,ASSIST (FEATHER RIVER),8/23/99,NA,USFS,NA,24132,NA,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCHOUGH COMPLEX_1999,1999,Coast,Plumas NF,MCHOUGH COMPLEX,8/24/99,NA,USFS,NA,34175,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARROWCREEK_2000,2000,Cascade,Nevada (State),ARROWCREEK,8/1/00,8/1/00,NEVADA,NA,2900,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHELL_2000,2000,South,San Luis Obispo,SHELL,7/22/00,7/23/00,USFS,NA,6300,NA,Under investigation,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOLDEN FIRE_2000,2000,South,San Bernardino,GOLDEN FIRE,8/1/00,8/8/00,USFS,NA,2150,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
COWHEAD/BLM D438_2001,2001,Cascade,Modoc,COWHEAD/BLM D438,8/8/01,8/9/01,BLM,NA,1670,NA,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
MODOC COMPLEX_2001,2001,Cascade,Modoc,MODOC COMPLEX,8/8/01,8/8/01,USFS,NA,5367,NA,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBSERVATION_2001,2001,Cascade,Lassen,OBSERVATION,8/9/01,8/15/01,USFS,NA,67700,NA,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUZZ_2001,2001,Cascade,Nevada Desert,BUZZ,8/12/01,8/12/01,BLM,NA,2206,NA,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAPPY CAMP COMPLEX_2001,2001,Cascade,Siskiyou,HAPPY CAMP COMPLEX,9/14/01,10/10/01,USGS,NA,8500,TW,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM D596_2002,2002,Cascade,Lassen-Modoc,BLM D596,7/13/02,7/13/02,OTHER,4500,NA,G,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KNF ASSIST #15_2002,2002,Cascade,Siskiyou,KNF ASSIST #15,7/25/02,7/26/02,USFS,NA,2880,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
INYO COMPLEX_2002,2002,South,San Bernardino,INYO COMPLEX,7/15/02,7/16/02,USFS,NA,6550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSIST_2002,2002,South,San Bernardino,ASSIST,9/1/02,9/5/02,USFS,NA,20857,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALISO_2002,2002,South,San Diego,ALISO,3/21/02,3/21/02,MILITARY,NA,2400,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSIST #73_2002,2002,South,San Diego,ASSIST #73,8/24/02,8/25/02,OTHER,850,NA,B,Undetermined,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANOE_2003,2003,Coast,Humboldt-Del Norte,CANOE,9/3/03,9/25/03,CDF,11036,NA,T,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING HONEYDEW_2003,2003,Coast,Humboldt-Del Norte,LIGHTNING HONEYDEW,9/3/03,9/3/03,CDF,13846,NA,W,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SANTA CLARA COMPLEX_2003,2003,Coast,Santa Clara,SANTA CLARA COMPLEX,8/25/03,9/2/03,CDF,30170,NA,GWB,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40_2003,2003,Coast,Sonoma-Lake-Napa,40,9/3/03,9/3/03,CDF,1400,NA,B,Arson,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNF 964 ASSIST_2003,2003,Coast,Sonoma-Lake-Napa,MNF 964 ASSIST,9/3/03,9/10/03,OTHER,NA,3500,W,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOCAL_2003,2003,South,Riverside,LOCAL,2/23/03,2/23/03,LOC,NA,12000,A,Debris Burning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOCAL_2003,2003,South,Riverside,LOCAL,7/22/03,7/22/03,LOC,NA,2020,G,Undetermined,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
F.K.U. 7076_2003,2003,Sierra,Fresno-Kings,F.K.U. 7076,6/19/03,6/19/03,LOC,NA,15000,A,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOD BBT4_2004,2004,Cascade,Lassen-Modoc,NOD BBT4,8/13/04,8/16/04,OTHER,NA,500,B,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FKU 7654_2004,2004,Sierra,Fresno-Kings,FKU 7654,6/26/04,6/26/04,LOC,NA,5000,A,Debris Burning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BORDER #50_2005,2005,South,San Diego,BORDER #50,10/5/05,10/8/05,CDF,4103,NA,TB,Undetermined,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CABEU003316_2005,2005,Sierra,San Benito-Monterey,CABEU003316,9/4/05,9/5/05,OTHER,NA,1393,GB,Vehicle,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #53_2006,2006,Cascade,Lassen-Modoc,LIGHTNING #53,6/27/06,6/27/06,CDF,450,0,T,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #11_2006,2006,Cascade,Lassen-Modoc,LIGHTNING #11,6/26/06,6/26/06,CDF,21,626,T,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #26_2006,2006,Cascade,Lassen-Modoc,LIGHTNING #26,6/27/06,7/1/06,USFS,0,300,T,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KNF ASSIST #12 (HAPPY CAMP)_2006,2006,Cascade,Siskiyou,KNF ASSIST #12 (HAPPY CAMP),7/25/06,7/25/06,OTHER,0,3318,T,Lightning,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORT_2006,2006,South,Riverside,CORT,6/3/06,6/4/06,OTHER,0,362,B,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
COYOTE FIRE_2006,2006,South,Riverside,COYOTE FIRE,7/23/06,7/26/06,CDF,467,0,B,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORCHARD_2006,2006,South,Riverside,ORCHARD,9/16/06,9/16/06,CDF,1580,0,G,Undetermined,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM - 2_2006,2006,Sierra,Fresno-Kings,BLM - 2,7/22/06,7/22/06,OTHER,0,8400,G,Lightning,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHELPS_2006,2006,Sierra,Fresno-Kings,PHELPS,10/25/06,10/25/06,LOCAL,0,1600,G,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
OLIVE_2006,2006,Sierra,Madera-Mariposa,OLIVE,7/21/06,7/21/06,LOCAL,0,25000,A,Misc,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALPAUGH_2006,2006,Sierra,Tulare,ALPAUGH,5/27/06,5/27/06,LOCAL,0,0,G,Equipment use,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
F#88 SHANNON INC_2007,2007,Tulare,NA,F#88 SHANNON INC,6/3/07,6/4/07,NA,2140,0,GB,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
,2018,NA,BTU,COLUSA,7/5/18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,CABTU 009906,NA,NA,Butte,NA,NA,NA,NA
,2018,NA,AEU,MEYERS,9/20/18,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,CAAEU 027442,NA,NA,El Dorado,NA,NA,NA,NA
,2018,NA,LMU,RICHMOND,9/20/18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,CALMU 005031,NA,NA,NA,NA,NA,NA,NA
,2018,NA,TCU,RUBY,6/14/18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,CASTF 000864,NA,NA,NA,NA,NA,NA,NA
