Firename_year,Fire_year_month,Fire_year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities,Start_month
TECOLATE_1986,TECOLATE_1986_7,1986,III,Angeles NF,NA,TECOLATE,1986-07-20,1986-07-23,USFS,NA,3900,BG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
BRADLEY_1986,BRADLEY_1986_11,1986,III,Ventura County,NA,BRADLEY,1986-11-10,1986-11-11,CC,NA,9027,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
INSCRIPTION_1986,INSCRIPTION_1986_5,1986,III,San Bernardino,NA,INSCRIPTION,1986-05-30,1986-05-30,LOCAL,NA,4100,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
INTAKE_1986,INTAKE_1986_7,1986,III,San Bernardino NF,NA,INTAKE,1986-07-20,1986-07-22,USFS,NA,560,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
FLINN_1986,FLINN_1986_6,1986,III,San Diego,NA,FLINN,1986-06-27,1986-06-27,CDF,680,NA,B,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
ASSIST #42_1986,ASSIST #42_1986_7,1986,III,San Diego,NA,ASSIST #42,1986-07-13,1986-07-14,USFS,NA,1200,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
TECATE #18_1986,TECATE #18_1986_8,1986,III,San Diego,NA,TECATE #18,1986-08-01,1986-08-01,CDF,350,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
PEAK_1986,PEAK_1986_8,1986,III,San Diego,NA,PEAK,1986-08-20,1986-08-20,CDF,1102,NA,TBG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
MINE_1986,MINE_1986_9,1986,III,San Diego,NA,MINE,1986-09-04,1986-09-05,CDF,950,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
ASSIST #76_1986,ASSIST #76_1986_7,1986,III,San Diego,NA,ASSIST #76,1986-07-24,1986-07-24,CITY,NA,400,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
CHIMNEY ROCK_1986,CHIMNEY ROCK_1986_8,1986,III,San Luis Obispo,NA,CHIMNEY ROCK,1986-08-01,1986-08-02,CDF,450,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
SALMON_1986,SALMON_1986_6,1986,IV,Amador-El Dorado,NA,SALMON,1986-06-09,1986-06-10,CDF,738,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
LIGHTNING SERIES_1986,LIGHTNING SERIES_1986_7,1986,IV,Fresno-Kings,NA,LIGHTNING SERIES,1986-07-21,1986-07-22,CDF,1570,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
DEER_1986,DEER_1986_9,1986,IV,Sierra NF,NA,DEER,1986-09-09,1986-09-19,USFS,NA,11860,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
YOSEMITE #1_1986,YOSEMITE #1_1986_6,1986,IV,Yosemite NP,NA,YOSEMITE #1,1986-06-27,1986-06-28,NP,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
COULTERVILLE_1986,COULTERVILLE_1986_8,1986,IV,Madera-Mariposa,NA,COULTERVILLE,1986-08-14,1986-08-14,CDF,630,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
BRYANT CANYON_1986,BRYANT CANYON_1986_5,1986,IV,San Benito-Monterey,NA,BRYANT CANYON,1986-05-24,1986-05-24,CDF,2677,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
PANOCHE #2_1986,PANOCHE #2_1986_6,1986,IV,San Benito-Monterey,NA,PANOCHE #2,1986-06-02,1986-06-03,CDF,1650,NA,BGA,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
DEER VALLEY RANCH_1986,DEER VALLEY RANCH_1986_6,1986,IV,San Benito-Monterey,NA,DEER VALLEY RANCH,1986-06-17,1986-06-17,CDF,960,NA,WA,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
RIVER_1986,RIVER_1986_11,1986,IV,San Benito-Monterey,NA,RIVER,1986-11-06,1986-11-08,CDF,5375,NA,WBG,Debris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
USFS ASSIST_1986,USFS ASSIST_1986_11,1986,IV,San Benito-Monterey,NA,USFS ASSIST,1986-11-06,1986-11-12,USFS,NA,2165,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
DUTCH KERN #30_1986,DUTCH KERN #30_1986_7,1986,IV,Kern County,NA,DUTCH KERN #30,1986-07-11,1986-07-12,CC,NA,540,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
TOF ASSIST #1_1986,TOF ASSIST #1_1986_7,1986,IV,Toyiabe NF,NA,TOF ASSIST #1,1986-07-16,1986-07-19,USFS,NA,3500,TGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
HUNT_1986,HUNT_1986_9,1986,IV,Tuolumne-Calaveras,NA,HUNT,1986-09-11,1986-09-11,CDF,380,NA,TWB,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
CASHBAUGH_1987,CASHBAUGH_1987_3,1987,NA,NA,NA,CASHBAUGH,1987-03-04,NA,CDF,602,NA,NA,Arson,0,NA,NA,Inyo,NA,NA,NA,NA,NA,0,NA,3
PEACH_1987,PEACH_1987_4,1987,NA,NA,NA,PEACH,1987-04-17,1987-04-17,CDF,350,NA,NA,Playing with fire,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,4
SLU 73_1987,SLU 73_1987_4,1987,NA,NA,NA,SLU 73,1987-04-19,1987-04-19,CDF,600,NA,NA,Misc,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA,4
SLU 864_1987,SLU 864_1987_5,1987,NA,NA,NA,SLU 864,1987-05-05,1987-05-09,CDF,325,NA,NA,Misc,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA,5
WINCHESTER #1_1987,WINCHESTER #1_1987_5,1987,NA,NA,NA,WINCHESTER #1,1987-05-07,1987-05-07,CDF,1022,NA,NA,Lightning,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,5
GERBER_1987,GERBER_1987_5,1987,NA,NA,NA,GERBER,1987-05-07,1987-05-11,CDF,1470,NA,NA,Equipment Use,0,NA,NA,Stanislaus,NA,NA,NA,NA,NA,0,NA,5
GILL_1987,GILL_1987_5,1987,NA,NA,NA,GILL,1987-05-09,1987-05-11,CDF,300,NA,NA,Lightning,0,NA,NA,Stanislaus,NA,NA,NA,NA,NA,0,NA,5
AVE 32_1987,AVE 32_1987_5,1987,NA,NA,NA,AVE 32,1987-05-14,1987-05-14,CDF,365,NA,NA,Equipment Use,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA,5
SLU 966_1987,SLU 966_1987_5,1987,NA,NA,NA,SLU 966,1987-05-14,1987-05-14,CDF,875,NA,NA,Equipment Use,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA,5
NUNEZ_1987,NUNEZ_1987_5,1987,NA,NA,NA,NUNEZ,1987-05-19,1987-05-19,CDF,1000,NA,NA,Smoking,0,NA,NA,Fresno,NA,NA,NA,NA,NA,0,NA,5
CONOVER_1987,CONOVER_1987_5,1987,NA,NA,NA,CONOVER,1987-05-23,1987-05-23,CDF,350,NA,NA,Equipment Use,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,5
MORSE_1987,MORSE_1987_5,1987,NA,NA,NA,MORSE,1987-05-31,1987-06-01,CDF,160,NA,NA,Campfire,37,NA,NA,Monterey,NA,NA,NA,NA,NA,0,NA,5
EAGLE #1_1987,EAGLE #1_1987_6,1987,NA,NA,NA,EAGLE #1,1987-06-03,1987-06-04,CDF,762,NA,NA,Misc,8,NA,NA,Lake,NA,NA,NA,NA,NA,0,NA,6
STATE 767 (BULL)_1987,STATE 767 (BULL)_1987_6,1987,NA,NA,NA,STATE 767 (BULL),1987-06-05,1987-06-05,CDF,1200,NA,NA,Lightning,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,6
VERBNIA-STATE 82_1987,VERBNIA-STATE 82_1987_6,1987,NA,NA,NA,VERBNIA-STATE 82,1987-06-14,1987-06-14,CDF,1260,NA,NA,Misc,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,6
MERCED FALLS_1987,MERCED FALLS_1987_6,1987,NA,NA,NA,MERCED FALLS,1987-06-25,1987-06-26,CDF,300,NA,NA,Misc,0,NA,NA,Mariposa,NA,NA,NA,NA,NA,0,NA,6
HASWELL_1987,HASWELL_1987_6,1987,NA,NA,NA,HASWELL,1987-06-26,1987-06-26,CDF,310,NA,NA,Arson,0,NA,NA,Yolo,NA,NA,NA,NA,NA,0,NA,6
CARRIZO_1987,CARRIZO_1987_7,1987,NA,NA,NA,CARRIZO,1987-07-12,1987-07-13,CDF,400,NA,NA,Campfire,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA,7
SLU 1690_1987,SLU 1690_1987_7,1987,NA,NA,NA,SLU 1690,1987-07-23,1987-07-23,CDF,300,NA,NA,Playing with fire,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA,7
ALEXANDER_1987,ALEXANDER_1987_7,1987,NA,NA,NA,ALEXANDER,1987-07-23,1987-07-23,CDF,343,NA,NA,Equipment Use,0,NA,NA,Monterey,NA,NA,NA,NA,NA,0,NA,7
ROMERO_1987,ROMERO_1987_7,1987,NA,NA,NA,ROMERO,1987-07-23,1987-07-23,CDF,700,NA,NA,Equipment Use,0,NA,NA,Merced,NA,NA,NA,NA,NA,0,NA,7
DENNY_1987,DENNY_1987_7,1987,NA,NA,NA,DENNY,1987-07-31,NA,CDF,320,NA,NA,Arson,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA,7
PILITAS_1987,PILITAS_1987_8,1987,NA,NA,NA,PILITAS,1987-08-04,1987-08-05,CDF,1250,NA,NA,Misc,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA,8
SLU 1848_1987,SLU 1848_1987_8,1987,NA,NA,NA,SLU 1848,1987-08-05,1987-08-05,CDF,575,NA,NA,Equipment Use,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA,8
STATE 1293_1987,STATE 1293_1987_8,1987,NA,NA,NA,STATE 1293,1987-08-22,1987-08-22,CDF,360,NA,NA,Misc,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,8
CASE_1987,CASE_1987_8,1987,NA,NA,NA,CASE,1987-08-29,1987-09-07,CDF,4723,NA,NA,Lightning,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA,8
TYLER_1987,TYLER_1987_8,1987,NA,NA,NA,TYLER,1987-08-29,1987-08-31,CDF,450,NA,NA,Arson,0,NA,NA,Mendocino,NA,NA,NA,NA,NA,0,NA,8
DOG BAR_1987,DOG BAR_1987_8,1987,NA,NA,NA,DOG BAR,1987-08-30,1987-08-30,CDF,362,NA,NA,Equipment Use,4,NA,NA,Nevada,NA,NA,NA,NA,NA,0,NA,8
CRANK_1987,CRANK_1987_8,1987,NA,NA,NA,CRANK,1987-08-30,1987-09-04,CDF,3528,NA,NA,Lightning,0,NA,NA,Modoc,NA,NA,NA,NA,NA,0,NA,8
PIERCE_1987,PIERCE_1987_8,1987,NA,NA,NA,PIERCE,1987-08-30,1987-08-30,CDF,725,NA,NA,Lightning,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA,8
WHITE DEER_1987,WHITE DEER_1987_8,1987,NA,NA,NA,WHITE DEER,1987-08-31,1987-09-01,CDF,835,NA,NA,Lightning,0,NA,NA,Fresno,NA,NA,NA,NA,NA,0,NA,8
BUZZARD_1987,BUZZARD_1987_8,1987,NA,NA,NA,BUZZARD,1987-08-31,1987-09-02,CDF,700,NA,NA,Playing with fire,0,NA,NA,Shasta,NA,NA,NA,NA,NA,0,NA,8
RED MOUNTAIN_1987,RED MOUNTAIN_1987_8,1987,NA,NA,NA,RED MOUNTAIN,1987-08-31,1987-09-01,CDF,4750,NA,NA,Lightning,0,NA,NA,Fresno,NA,NA,NA,NA,NA,0,NA,8
SKINNER_1987,SKINNER_1987_9,1987,NA,NA,NA,SKINNER,1987-09-01,1987-09-02,CDF,560,NA,NA,Lightning,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,9
BORDEN_1987,BORDEN_1987_9,1987,NA,NA,NA,BORDEN,1987-09-03,1987-09-03,CDF,432,NA,NA,Arson,0,NA,NA,Sacramento,NA,NA,NA,NA,NA,0,NA,9
BRICEBURG_1987,BRICEBURG_1987_9,1987,NA,NA,NA,BRICEBURG,1987-09-09,1987-09-11,CDF,411,NA,NA,Arson,0,NA,NA,Lassen,NA,NA,NA,NA,NA,0,NA,9
POST_1987,POST_1987_9,1987,NA,NA,NA,POST,1987-09-09,1987-09-09,CDF,546,NA,NA,Arson,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,9
LAUDER_1987,LAUDER_1987_9,1987,NA,NA,NA,LAUDER,1987-09-29,1987-09-29,CDF,1400,NA,NA,Misc,1,NA,NA,Mendocino,NA,NA,NA,NA,NA,0,NA,9
HIGHLAND_1987,HIGHLAND_1987_10,1987,NA,NA,NA,HIGHLAND,1987-10-03,1987-10-04,CDF,506,NA,NA,Misc,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA,10
PALOMAR_1987,PALOMAR_1987_10,1987,NA,NA,NA,PALOMAR,1987-10-03,1987-10-03,CDF,16100,NA,NA,Debris,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA,10
ANTELOPE_1987,ANTELOPE_1987_10,1987,NA,NA,NA,ANTELOPE,1987-10-03,1987-10-03,CDF,3275,NA,NA,Equipment Use,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA,10
GRADE_1987,GRADE_1987_10,1987,NA,NA,NA,GRADE,1987-10-04,1987-10-04,CDF,2900,NA,NA,Arson,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA,10
CHULAR CANYON_1987,CHULAR CANYON_1987_10,1987,NA,NA,NA,CHULAR CANYON,1987-10-06,1987-10-08,CDF,410,NA,NA,Equipment Use,0,NA,NA,Monterey,NA,NA,NA,NA,NA,0,NA,10
RUBY_1987,RUBY_1987_9,1987,NA,NA,NA,RUBY,1987-09-20,1987-09-24,USFS,NA,10700,NA,Misc,0,NA,Angeles,Los Angeles,NA,NA,NA,NA,NA,0,NA,9
SILVERADO_1987,SILVERADO_1987_9,1987,NA,NA,NA,SILVERADO,1987-09-09,1987-09-13,USFS,NA,5800,NA,Arson,0,NA,Cleveland,Orange,NA,NA,NA,NA,NA,0,NA,9
LAUREL_1987,LAUREL_1987_8,1987,NA,NA,NA,LAUREL,1987-08-30,1987-09-02,USFS,NA,1465,NA,Lightning,0,NA,Inyo,Mono,NA,NA,NA,NA,NA,0,NA,8
ANDESITE_1987,ANDESITE_1987_9,1987,NA,NA,NA,ANDESITE,1987-09-24,1987-09-25,USFS,NA,800,NA,Railroad,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,9
BEARCAT_1987,BEARCAT_1987_8,1987,NA,NA,NA,BEARCAT,1987-08-30,1987-09-09,USFS,NA,2430,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
SLATER_1987,SLATER_1987_8,1987,NA,NA,NA,SLATER,1987-08-30,1987-09-06,USFS,NA,4890,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
FORT COPPER_1987,FORT COPPER_1987_8,1987,NA,NA,NA,FORT COPPER,1987-08-30,1987-10-02,USFS,NA,26840,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
THOMPSON_1987,THOMPSON_1987_8,1987,NA,NA,NA,THOMPSON,1987-08-30,1987-09-29,USFS,NA,9040,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
HAPPY_1987,HAPPY_1987_8,1987,NA,NA,NA,HAPPY,1987-08-30,1987-09-06,USFS,NA,300,NA,Lightning,1,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
GULCH_1987,GULCH_1987_8,1987,NA,NA,NA,GULCH,1987-08-30,1987-09-19,USFS,NA,14260,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
BIG BUCK_1987,BIG BUCK_1987_8,1987,NA,NA,NA,BIG BUCK,1987-08-30,1987-09-20,USFS,NA,475,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
SLIDE_1987,SLIDE_1987_8,1987,NA,NA,NA,SLIDE,1987-08-30,1987-09-14,USFS,NA,300,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
ELK LICK_1987,ELK LICK_1987_8,1987,NA,NA,NA,ELK LICK,1987-08-30,1987-09-29,USFS,NA,930,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
TEN/BALD_1987,TEN/BALD_1987_8,1987,NA,NA,NA,TEN/BALD,1987-08-30,1987-10-15,USFS,NA,19100,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
CHINA_1987,CHINA_1987_8,1987,NA,NA,NA,CHINA,1987-08-30,1987-09-09,USFS,NA,3040,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
GRIDER/LAKE_1987,GRIDER/LAKE_1987_8,1987,NA,NA,NA,GRIDER/LAKE,1987-08-30,1987-09-19,USFS,NA,15510,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
CLIFF/VALLEY_1987,CLIFF/VALLEY_1987_8,1987,NA,NA,NA,CLIFF/VALLEY,1987-08-30,1987-09-19,USFS,NA,415,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
KELSEY_1987,KELSEY_1987_8,1987,NA,NA,NA,KELSEY,1987-08-30,1987-09-17,USFS,NA,4500,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
KING/TITUS_1987,KING/TITUS_1987_8,1987,NA,NA,NA,KING/TITUS,1987-08-30,1987-09-29,USFS,NA,52600,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
COUGAR-I_1987,COUGAR-I_1987_8,1987,NA,NA,NA,COUGAR-I,1987-08-30,1987-09-19,USFS,NA,7505,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
YELLOW_1987,YELLOW_1987_8,1987,NA,NA,NA,YELLOW,1987-08-30,1987-10-25,USFS,NA,47770,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
GLASGOW_1987,GLASGOW_1987_8,1987,NA,NA,NA,GLASGOW,1987-08-30,1987-09-15,USFS,NA,13370,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
NIELON_1987,NIELON_1987_8,1987,NA,NA,NA,NIELON,1987-08-30,1987-09-16,USFS,NA,1490,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
HOTELLING_1987,HOTELLING_1987_8,1987,NA,NA,NA,HOTELLING,1987-08-30,1987-10-03,USFS,NA,16075,NA,Lightning,1,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
ST. CLAIRE_1987,ST. CLAIRE_1987_8,1987,NA,NA,NA,ST. CLAIRE,1987-08-30,1987-10-06,USFS,NA,8600,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA,8
LOST_1987,LOST_1987_8,1987,NA,NA,NA,LOST,1987-08-31,1987-09-06,USFS,NA,23000,NA,Lightning,0,NA,Lassen,Shasta,NA,NA,NA,NA,NA,0,NA,8
FREANER_1987,FREANER_1987_8,1987,NA,NA,NA,FREANER,1987-08-30,1987-09-05,USFS,NA,425,NA,Lightning,0,NA,Lassen,Shasta,NA,NA,NA,NA,NA,0,NA,8
FISH_1987,FISH_1987_10,1987,NA,NA,NA,FISH,1987-10-01,1987-10-08,USFS,NA,4205,NA,Lightning,0,NA,Los Padres,Ventura,NA,NA,NA,NA,NA,0,NA,10
MENDENHALL_1987,MENDENHALL_1987_8,1987,NA,NA,NA,MENDENHALL,1987-08-31,1987-09-11,USFS,NA,60655,NA,Lightning,0,NA,Mendocino,Mendocino,NA,NA,NA,NA,NA,0,NA,8
CARDENAS_1987,CARDENAS_1987_8,1987,NA,NA,NA,CARDENAS,1987-08-30,1987-09-07,USFS,NA,300,NA,Lightning,0,NA,Mendocino,Mendocino,NA,NA,NA,NA,NA,0,NA,8
FOUTS COMPLEX_1987,FOUTS COMPLEX_1987_8,1987,NA,NA,NA,FOUTS COMPLEX,1987-08-31,1987-09-12,USFS,NA,18037,NA,Lightning,0,NA,Mendocino,Colusa,NA,NA,NA,NA,NA,0,NA,8
SLIDES_1987,SLIDES_1987_8,1987,NA,NA,NA,SLIDES,1987-08-30,1987-09-11,USFS,NA,1220,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA,8
FORK_1987,FORK_1987_8,1987,NA,NA,NA,FORK,1987-08-31,1987-09-05,USFS,NA,800,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA,8
HIGH ROCK_1987,HIGH ROCK_1987_9,1987,NA,NA,NA,HIGH ROCK,1987-09-02,1987-09-12,USFS,NA,1156,NA,Lightning,0,NA,Modoc,Modoc,NA,NA,NA,NA,NA,0,NA,9
CEDAR_1987,CEDAR_1987_9,1987,NA,NA,NA,CEDAR,1987-09-02,1987-09-06,USFS,NA,709,NA,Lightning,0,NA,Modoc,Modoc,NA,NA,NA,NA,NA,0,NA,9
FRENCH_1987,FRENCH_1987_8,1987,NA,NA,NA,FRENCH,1987-08-30,1987-09-05,USFS,NA,430,NA,Lightning,0,NA,Plumas,Butte,NA,NA,NA,NA,NA,0,NA,8
CLARK_1987,CLARK_1987_8,1987,NA,NA,NA,CLARK,1987-08-30,1987-09-05,USFS,NA,37530,NA,Lightning,4,NA,Plumas,Plumas,NA,NA,NA,NA,NA,0,NA,8
FAY/TOP_1987,FAY/TOP_1987_8,1987,NA,NA,NA,FAY/TOP,1987-08-31,1987-09-06,USFS,NA,13900,NA,Lightning,0,NA,Sequoia,Kern,NA,NA,NA,NA,NA,0,NA,8
PIERCE_1987,PIERCE_1987_8,1987,NA,NA,NA,PIERCE,1987-08-31,1987-09-03,USFS,NA,690,NA,Lightning,0,NA,Sequoia,Tulare,NA,NA,NA,NA,NA,0,NA,8
LAZYMAN_1987,LAZYMAN_1987_8,1987,NA,NA,NA,LAZYMAN,1987-08-30,1987-09-12,USFS,NA,2520,NA,Lightning,0,NA,Shasta-Trinity,Tehama,NA,NA,NA,NA,NA,0,NA,8
UNDER_1987,UNDER_1987_8,1987,NA,NA,NA,UNDER,1987-08-30,1987-09-06,USFS,NA,510,NA,Lightning,0,NA,Shasta-Trinity,Shasta,NA,NA,NA,NA,NA,0,NA,8
FLUME_1987,FLUME_1987_8,1987,NA,NA,NA,FLUME,1987-08-30,1987-09-21,USFS,NA,11325,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
BEAR WALLOW_1987,BEAR WALLOW_1987_8,1987,NA,NA,NA,BEAR WALLOW,1987-08-30,1987-09-21,USFS,NA,2150,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
GULCH_1987,GULCH_1987_8,1987,NA,NA,NA,GULCH,1987-08-30,1987-09-09,USFS,NA,6800,NA,Lightning,1,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
BEAR-I_1987,BEAR-I_1987_8,1987,NA,NA,NA,BEAR-I,1987-08-30,1987-09-12,USFS,NA,5750,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
TRINITY_1987,TRINITY_1987_8,1987,NA,NA,NA,TRINITY,1987-08-30,1987-09-09,USFS,NA,1000,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
JESSIE_1987,JESSIE_1987_8,1987,NA,NA,NA,JESSIE,1987-08-30,1987-09-09,USFS,NA,3500,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
LUCY_1987,LUCY_1987_8,1987,NA,NA,NA,LUCY,1987-08-30,1987-09-09,USFS,NA,950,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
FRIENDLY_1987,FRIENDLY_1987_8,1987,NA,NA,NA,FRIENDLY,1987-08-30,1987-09-14,USFS,NA,3400,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
COLD_1987,COLD_1987_8,1987,NA,NA,NA,COLD,1987-08-30,1987-09-19,USFS,NA,13932,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
TULE_1987,TULE_1987_8,1987,NA,NA,NA,TULE,1987-08-30,1987-09-14,USFS,NA,720,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
PEANUT_1987,PEANUT_1987_8,1987,NA,NA,NA,PEANUT,1987-08-30,1987-09-14,USFS,NA,6860,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
RIPSTEIN/EAST_1987,RIPSTEIN/EAST_1987_8,1987,NA,NA,NA,RIPSTEIN/EAST,1987-08-30,1987-09-27,USFS,NA,14800,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
STRAUSE_1987,STRAUSE_1987_8,1987,NA,NA,NA,STRAUSE,1987-08-30,1987-10-06,USFS,NA,5840,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,1,NA,8
CHINA/CHANCE_1987,CHINA/CHANCE_1987_8,1987,NA,NA,NA,CHINA/CHANCE,1987-08-30,1987-10-06,USFS,NA,8235,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
BACKBONE_1987,BACKBONE_1987_8,1987,NA,NA,NA,BACKBONE,1987-08-30,1987-09-15,USFS,NA,830,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
BEAR_1987,BEAR_1987_8,1987,NA,NA,NA,BEAR,1987-08-30,1987-09-12,USFS,NA,550,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
DOE_1987,DOE_1987_8,1987,NA,NA,NA,DOE,1987-08-30,1987-09-17,USFS,NA,2026,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA,8
