Fire_name_year,Year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
ROADRUNNER_2011,2011,NA,NA,NA,ROADRUNNER,0009-04-20,0009-05-20,CDF,335,NA,T,Undetermined,0,TUU-000345,NA,Tulare,NA,NA,NA,NA,0,0,0
CANYON_2011,2011,NA,NA,NA,CANYON,0009-04-20,0009-11-20,CDF,14585,NA,T,Equipment use,100,KRN-027244,NA,Kern,NA,NA,NA,CC,0,0,0
MILTON_2011,2011,NA,NA,NA,MILTON,0009-09-20,0009-11-20,CDF,1122,NA,G,Lightning,0,TCU-007982,NA,San Joaquin,NA,NA,NA,NA,0,0,0
KEENE COMPLEX_2011,2011,NA,NA,NA,KEENE COMPLEX,0009-10-20,NA,CDF,10470,NA,B,Lightning,0,KRN-0027912,NA,Kern,NA,NA,NA,CC,0,0,0
COMANCHE COMPLEX_2011,2011,NA,NA,NA,COMANCHE COMPLEX,0009-10-20,NA,CDF,29338,NA,BG,Lightning,0,KRN-0027933,NA,Kern,NA,NA,NA,CC,0,0,0
BRECKENRIDGE COMPLEX_2011,2011,NA,NA,NA,BRECKENRIDGE COMPLEX,0009-10-20,NA,CDF,25213,NA,BG,Lightning,0,KRN-0027969,NA,Kern,NA,NA,NA,CC,0,0,0
TENNESSEE_2011,2011,NA,NA,NA,TENNESSEE,0009-11-20,0009-12-20,CDF,380,NA,G,Lightning,0,TUU-0000368,NA,Tulare,NA,NA,NA,NA,0,0,0
JOHN_2011,2011,NA,NA,NA,JOHN,NA,NA,CDF,5300,NA,BG,Equipment use,0,BDU -0010475,NA,Inyo,NA,NA,NA,NA,0,0,0
TUU SEPT LIGHTNING_2011,2011,NA,NA,NA,TUU SEPT LIGHTNING,NA,NA,CDF,350,NA,G,Lightning,0,TUU-0000393,NA,Tulare,NA,NA,NA,NA,0,0,0
OLD FIRE_2011,2011,NA,NA,NA,OLD FIRE,NA,NA,CDF,410,NA,G,Lightning,0,KRN-129618,NA,Kern,NA,NA,NA,CC,0,0,0
65 FIRE_2011,2011,NA,NA,NA,65 FIRE,NA,NA,CDF,2005,NA,G,Lightning,0,KRN-1129619,NA,Kern,NA,NA,NA,CC,0,0,0
GREAT_2011,2011,NA,NA,NA,GREAT,0010-01-20,0010-07-20,CDF,2135,NA,GB,Undetermined,0,MVU-0011019,NA,San Diego,NA,NA,NA,NA,0,0,0
BLUE_2011,2011,NA,NA,NA,BLUE,0012-01-20,0012-06-20,CDF,698,NA,T,Other,0,TCU-0010455,NA,Calaveras,NA,NA,NA,NA,0,0,0
COVE_2011,2011,NA,NA,NA,COVE,NA,0006-02-20,USFS,NA,1122,G,Misc,0,SQF-001234,NA,Kern,NA,NA,NA,NA,0,0,0
COUGAR_2011,2011,NA,NA,NA,COUGAR,0006-08-20,NA,USFS,NA,1800,T,Campfire,0,MDF-000181,NA,Modoc,NA,NA,NA,NA,0,0,0
LION_2011,2011,NA,NA,NA,LION,0007-08-20,0011-08-20,USFS,NA,20500,T,Lightning,0,SQF-002087,NA,Tulare,NA,NA,NA,NPS,0,0,0
MAMMOTH_2011,2011,NA,NA,NA,MAMMOTH,NA,0009-05-20,USFS,NA,1194,G,Railroad,0,MDF-00049,NA,Modoc,NA,NA,NA,NA,0,0,0
SCORPION COMPLEX_2011,2011,NA,NA,NA,SCORPION COMPLEX,NA,0009-05-20,USFS,NA,1418,G,Railroad,0,MDF-000324,NA,Modoc,NA,NA,NA,NA,0,0,0
AVALANCHE_2011,2011,NA,NA,NA,AVALANCHE,NA,0010-01-20,NPS,NA,1069,TG,Lightning,0,YNP-0002558,NA,Mariposa,NA,NA,NA,NA,0,0,0
ANNIE_2011,2011,NA,NA,NA,ANNIE,NA,NA,USFS,NA,2076,T,Misc,0,NOD-003546,NA,Modoc,NA,NA,NA,NA,0,0,0
ONION_2011,2011,NA,NA,NA,ONION,NA,0010-11-20,USFS,NA,560,T,Lightning,0,KNF-0006061,NA,Siskiyou,NA,NA,NA,NA,0,0,0
KEN_2011,2011,NA,NA,NA,KEN,NA,NA,USFS,NA,350,B,Equipment Use,1,BDF-012349,NA,San Bernardino,NA,NA,NA,NA,0,0,0
MOTOR_2011,2011,NA,NA,NA,MOTOR,NA,0010-01-20,USFS,NA,5230,B,Equipment Use,0,SNF-002117,NA,Mariposa,NA,NA,NA,NA,0,0,0
WELLS_2011,2011,NA,NA,NA,WELLS,NA,NA,NPS,NA,1784,BG,Lightning,0,CDD-012657,NA,San Bernardino,NA,NA,NA,NA,0,0,0
FIGUEROA_2011,2011,NA,NA,NA,FIGUEROA,0009-03-20,0009-12-20,USFS,NA,698,BG,Equipment Use,0,LPF-002238,NA,Santa Barbara,NA,NA,NA,NA,0,0,0
WILLOWS_2011,2011,NA,NA,NA,WILLOWS,0009-04-20,0009-12-20,USFS,NA,310,B,Arson,0,SQF-003282,NA,Tulare,NA,NA,NA,NA,0,0,0
WAGON WHEEL_2011,2011,NA,NA,NA,WAGON WHEEL,0009-05-20,0009-08-20,USFS,NA,500,G,Misc,0,LAC-11215258,NA,Los Angeles,NA,NA,NA,NA,0,0,0
LONG_2011,2011,NA,NA,NA,LONG,0009-12-20,0011-11-20,USFS,NA,483,T,Lightning,8,ENF-021563,NA,El Dorado,NA,NA,NA,NA,0,0,0
TAMARACK_2011,2011,NA,NA,NA,TAMARACK,NA,NA,NPS,NA,1015,B,Lightning,0,YNP-0003619,NA,Mariposa,NA,NA,NA,NA,0,0,0
BURST COMPLEX_2011,2011,NA,NA,NA,BURST COMPLEX,NA,NA,USFS,NA,508,T,Lightning,0,STF-3013,NA,Tuolumne,NA,NA,NA,NA,0,0,0
MIN_2011,2011,NA,NA,NA,MIN,NA,NA,USFS,NA,634,B,Campfire,0,ANF-0004969,NA,Los Angeles,NA,NA,NA,NA,0,0,0
RUTH_2011,2011,NA,NA,NA,RUTH,NA,NA,USFS,NA,1460,T,Debris Burning,0,SRF-0001848,NA,Trinity,NA,NA,NA,NA,0,0,0
WINDY POINT_2011,2011,NA,NA,NA,WINDY POINT,NA,0010-03-20,USFS,NA,541,G,Misc,0,BDF-013860,NA,Riverside,NA,NA,NA,NA,0,0,0
SALT_2011,2011,NA,NA,NA,SALT,0012-01-20,0001-04-20,USFS,NA,342,G,Equipment Use,0,ENF-0038070,NA,El Dorado,NA,NA,NA,NA,0,0,0
RIVER_2012,2012,NA,NA,NA,RIVER,NA,NA,CDF,320,NA,G,Undetermined,0,MMU-7830,NA,Mariposa,NA,NA,NA,NA,0,0,0
BANNER 4_2012,2012,NA,NA,NA,BANNER 4,NA,NA,CDF,5320,NA,G,Undetermined,0,MVU-005400,NA,San Diego,NA,NA,NA,NA,0,0,0
BILLY_2012,2012,NA,NA,NA,BILLY,NA,NA,CDF,434,NA,G,Electrical power,0,MMU-008599,NA,Merced,NA,NA,NA,NA,0,0,0
5 MILE_2012,2012,NA,NA,NA,5 MILE,0006-08-20,0006-09-20,CDF,525,NA,GB,Equipment use,0,LAC-134232,NA,Los Angeles,NA,NA,NA,NA,0,0,0
GAINES_2012,2012,NA,NA,NA,GAINES,0006-12-20,NA,CDF,1700,NA,G,Electrical power,0,MMU-009308,NA,Mariposa,NA,NA,NA,NA,0,0,0
LASSEN_2012,2012,NA,NA,NA,LASSEN,0006-12-20,NA,CDF,418,NA,G,Undetermined,0,FKU-7091,NA,Fresno,NA,NA,NA,NA,0,0,0
HIGHLAND_2012,2012,NA,NA,NA,HIGHLAND,NA,NA,CDF,2171,NA,BG,Undetermined,0,RRU-059216,NA,Riverside,NA,NA,NA,NA,0,0,0
VIEW_2012,2012,NA,NA,NA,VIEW,NA,NA,CDF,375,NA,B,Electrical power,0,RRU-059775,NA,Riverside,NA,NA,NA,NA,0,0,0
OLD 2_2012,2012,NA,NA,NA,OLD 2,NA,NA,CDF,995,NA,B,Undetermined,2,MVU-6329,NA,San Diego,NA,NA,NA,NA,0,0,0
DALE_2012,2012,NA,NA,NA,DALE,0007-05-20,0007-07-20,CDF,1083,NA,GB,Undetermined,2,SHU-005135,NA,Shasta,NA,NA,NA,NA,5,0,0
FISH_2012,2012,NA,NA,NA,FISH,0007-07-20,0007-09-20,CDF,1103,NA,B,Undetermined,0,BDU-7678,NA,Inyo,NA,NA,NA,NA,0,0,0
SITES_2012,2012,NA,NA,NA,SITES,0007-08-20,0007-09-20,CDF,365,NA,G,Undetermined,0,LNU-5038,NA,Colusa,NA,NA,NA,NA,0,0,0
GRAPEVINE_2012,2012,NA,NA,NA,GRAPEVINE,0007-08-20,0007-12-20,CDF,1870,NA,B,Undetermined,0,LNU-5039,NA,Colusa,NA,NA,NA,NA,0,0,0
RAIL_2012,2012,NA,NA,NA,RAIL,0007-09-20,0007-12-20,CDF,1870,NA,B,Undetermined,0,LNU-5056,NA,Colusa,NA,NA,NA,NA,0,0,0
TURKEY_2012,2012,NA,NA,NA,TURKEY,0007-09-20,0007-10-20,CDF,2529,NA,TG,Equipment use,0,BEU-3109,NA,Monterey,NA,NA,NA,NA,0,0,0
SEVEN_2012,2012,NA,NA,NA,SEVEN,0007-10-20,0007-11-20,CDF,840,NA,B,Undetermined,1,TCU-6227,NA,Tuolumne,NA,NA,NA,NA,0,0,0
ROBBERS_2012,2012,NA,NA,NA,ROBBERS,0007-11-20,NA,CDF,2650,NA,BT,Arson,8,NEU-15060,NA,Placer,NA,NA,NA,NA,0,0,0
CALF_2012,2012,NA,NA,NA,CALF,NA,NA,CDF,640,NA,B,Equipment use,0,SLU-5716,NA,San Luis Obispo,NA,NA,NA,NA,0,0,0
SAND_2012,2012,NA,NA,NA,SAND,NA,NA,CDF,1428,NA,GB,Equipment use,1,KRN-22306,NA,Kern,NA,NA,NA,NA,0,0,0
FOREST_2012,2012,NA,NA,NA,FOREST,NA,NA,CDF,520,NA,G,Equipment use,0,LNU-5495,NA,Yolo,NA,NA,NA,NA,0,0,0
PASKENTA_2012,2012,NA,NA,NA,PASKENTA,NA,NA,CDF,300,NA,GB,Vehicle,0,TGU-5964,NA,Tehama,NA,NA,NA,NA,0,0,0
GRAPE_2012,2012,NA,NA,NA,GRAPE,NA,NA,CDF,370,NA,G,Undetermined,0,KRN-22306,NA,Kern,NA,NA,NA,NA,0,0,0
NORTH_2012,2012,NA,NA,NA,NORTH,NA,NA,CDF,383,NA,B,Undetermined,0,MEU-5115,NA,Mendocino,NA,NA,NA,NA,0,0,0
VOLCANO_2012,2012,NA,NA,NA,VOLCANO,0008-01-20,0008-05-20,CDF,356,NA,GB,Equipment use,1,RRU-7075254,NA,Riverside,NA,NA,NA,NA,0,0,0
RUSHMORE_2012,2012,NA,NA,NA,RUSHMORE,0008-04-20,0008-04-20,CDF,1000,NA,G,Undetermined,0,RRU-76402,NA,Riverside,NA,NA,NA,NA,0,0,0
CHIHUAHUA 2_2012,2012,NA,NA,NA,CHIHUAHUA 2,0008-09-20,0008-12-20,CDF,2006,NA,B,Lightning,0,MVU-8547,NA,San Diego,NA,NA,NA,NA,0,0,0
WYE_2012,2012,NA,NA,NA,WYE,0008-12-20,NA,CDF,2934,NA,B,Undetermined,3,LNU-6335,NA,Lake/Colusa,NA,NA,NA,NA,2,0,0
WALKER_2012,2012,NA,NA,NA,WALKER,0008-12-20,NA,CDF,5000,NA,G,Undetermined,0,LNU-6334,NA,Lake/Colusa,NA,NA,NA,NA,0,0,0
VALLECITO LIGHTNING COMPLEX_2012,2012,NA,NA,NA,VALLECITO LIGHTNING COMPLEX,NA,NA,CDF,22829,NA,B,Lightning,0,MVU-8747,NA,San Diego,NA,NA,NA,NA,0,0,0
MILL_2012,2012,NA,NA,NA,MILL,NA,NA,CDF,1641,NA,TG,Arson,0,BTU-8116,NA,Tehama,NA,NA,NA,NA,0,0,0
BUCK_2012,2012,NA,NA,NA,BUCK,NA,NA,CDF,2681,NA,GB,Lightning,4,RRU-080142,NA,Riverside,NA,NA,NA,NA,0,0,0
PONDEROSA_2012,2012,NA,NA,NA,PONDEROSA,NA,0009-02-20,CDF,27676,NA,TG,Lightning,133,TGU-6696,NA,Tehama/Shasta,NA,NA,NA,NA,6,0,0
VISTA_2012,2012,NA,NA,NA,VISTA,NA,NA,CDF,500,NA,G,Equipment use,0,RRU-82306,NA,Riverside,NA,NA,NA,NA,0,0,0
SIXTEEN COMPLEX_2012,2012,NA,NA,NA,SIXTEEN COMPLEX,0009-04-20,0009-11-20,CDF,19000,NA,TGB,Undetermined,0,LNU-7072,NA,Colusa,NA,NA,NA,NA,0,0,0
SCOTTS_2012,2012,NA,NA,NA,SCOTTS,0009-07-20,NA,CDF,4517,NA,B,Campfire,0,MEU-6376,NA,Lake,NA,NA,NA,NA,0,0,0
SHOCKEY_2012,2012,NA,NA,NA,SHOCKEY,NA,NA,CDF,2555,NA,B,Undetermined,39,MVU-010383,NA,San Diego,NA,NA,NA,NA,2,0,0
RANGE_2012,2012,NA,NA,NA,RANGE,NA,NA,CDF,351,NA,GB,Misc,3,RRU-96791,NA,Riverside,NA,NA,NA,NA,0,0,0
TWENTY NINE_2012,2012,NA,NA,NA,TWENTY NINE,NA,NA,CDF,300,NA,BT,Electrical power,8,LNU-008431,NA,Lake,NA,NA,NA,NA,0,0,0
GEORGE_2012,2012,NA,NA,NA,GEORGE,0006-01-20,NA,USFS,NA,1707,TB,Unidentified,0,SQF-1384,NA,Tulare,NA,NA,NA,NA,0,0,0
OZENA_2012,2012,NA,NA,NA,OZENA,NA,NA,USFS,NA,361,B,Unidentified,0,LPE-1439,NA,Ventura,NA,NA,NA,NA,0,0,0
GULCH_2012,2012,NA,NA,NA,GULCH,NA,NA,USFS,NA,385,BG,Human,1,SQF-001644,NA,Kern,NA,NA,NA,NA,0,0,0
HILL_2012,2012,NA,NA,NA,HILL,NA,NA,USFS,NA,689,B,UL,0,LPF-1505,NA,Ventura,NA,NA,NA,NA,0,0,0
FLAT_2012,2012,NA,NA,NA,FLAT,0007-11-20,NA,USFS,NA,1688,TG,Unidentified,0,SHF-2290,NA,Trinity,NA,NA,NA,NA,0,0,0
MILL_2012,2012,NA,NA,NA,MILL,0007-07-20,NA,USFS,NA,29502,TB,Unidentified,5,MNF-1109,NA,Colusa,NA,NA,NA,NA,0,0,0
SPANISH_2012,2012,NA,NA,NA,SPANISH,NA,NA,USFS,NA,1169,GB,"NA",0,NOD-3016,NA,Lassen,NA,NA,NA,NA,0,0,0
WOODS CREEK_2012,2012,NA,NA,NA,WOODS CREEK,NA,NA,USFS,NA,325,T,Lightning,0,KNP-0072,NA,Fresno,NA,NA,NA,NA,0,0,0
PEAK_2012,2012,NA,NA,NA,PEAK,NA,0008-02-20,USFS,NA,800,TB,Unidentified,0,PNF-00998,NA,Plumas,NA,NA,NA,NA,0,0,0
SALT CREEK_2012,2012,NA,NA,NA,SALT CREEK,0008-01-20,0008-04-20,USFS,NA,980,TBG,Unidentified,1,SHF-2521,NA,Shasta,NA,NA,NA,NA,0,0,0
DILLON_2012,2012,NA,NA,NA,DILLON,0008-03-20,0008-07-20,USFS,NA,318,T,Human,0,KNF-5426,NA,Siskiyou,NA,NA,NA,NA,0,0,0
LAKE COMPLEX_2012,2012,NA,NA,NA,LAKE COMPLEX,0008-05-20,0008-09-20,USFS,NA,1668,TGB,Lightning,0,MDF-0429,NA,Modoc,NA,NA,NA,NA,0,0,0
PIUTE COMPLEX_2012,2012,NA,NA,NA,PIUTE COMPLEX,0008-04-20,0008-11-20,USFS,NA,1783,TGB,Lightning,0,SQF-2476,NA,Kern,NA,NA,NA,NA,0,0,0
BEAR_2012,2012,NA,NA,NA,BEAR,0008-05-20,0008-12-20,USFS,NA,835,TB,Lightning,0,SNF-1940,NA,Fresno,NA,NA,NA,NA,0,0,0
INDIAN_2012,2012,NA,NA,NA,INDIAN,0008-08-20,NA,USFS,NA,12574,TGB,Lightning,0,OVD-942,NA,Mono,NA,NA,NA,NA,0,0,0
READING_2012,2012,NA,NA,NA,READING,NA,NA,NPS,NA,28079,T,Lightning,0,LNP-3115,NA,Shasta,NA,NA,NA,NA,0,0,0
NELSON (W-1)_2012,2012,NA,NA,NA,NELSON (W-1),NA,NA,NPS,NA,3661,GB,Lightning,0,NOD-3596,NA,Modoc,NA,NA,NA,BLM,0,0,0
BAGLEY COMPLEX_2012,2012,NA,NA,NA,BAGLEY COMPLEX,NA,NA,NPS,NA,1000,T,Lightning,0,SHF-2735,NA,Shasta,NA,NA,NA,NA,0,0,0
JAWBONE COMPLEX_2012,2012,NA,NA,NA,JAWBONE COMPLEX,0008-10-20,NA,NPS,NA,1218,TB,Lightning,19,CDD-11542,NA,Kern,NA,NA,NA,BLM,9,0,0
ANTELOPE_2012,2012,NA,NA,NA,ANTELOPE,NA,NA,NPS,NA,650,TG,Lightning,0,MDF-521,NA,Modoc,NA,NA,NA,NA,0,0,0
BARRYPOINT (CA LAND)_2012,2012,NA,NA,NA,BARRYPOINT (CA LAND),0008-06-20,NA,USFS,NA,38394,T,Lightning,3,FWF-120680,NA,Modoc,NA,NA,NA,NA,0,0,0
RUSH_2012,2012,NA,NA,NA,RUSH,0008-12-20,NA,NPS,NA,271911,GB,Lightning,0,NOD-3490,NA,Lassen,NA,NA,NA,BLM,1,0,0
RAMSEY_2012,2012,NA,NA,NA,RAMSEY,0008-11-20,NA,USFS,NA,1137,T,Campfire,0,STF-2954,NA,Calaveras,NA,NA,NA,NA,0,0,0
CHIPS_2012,2012,NA,NA,NA,CHIPS,NA,NA,USFS,NA,75217,TBG,Unidentified,9,PNF-1001,NA,Plumas/Lassen,NA,NA,NA,NA,0,0,0
FORT COMPLEX_2012,2012,NA,NA,NA,FORT COMPLEX,0008-05-20,0009-10-20,USFS,NA,23653,TB,Lightning,0,KNF-5659,NA,Siskiyou,NA,NA,NA,NA,0,0,0
WILLIAMS_2012,2012,NA,NA,NA,WILLIAMS,0009-02-20,0009-11-20,USFS,NA,4192,B,Unidentified,0,ANF-4803,NA,Los Angeles,NA,NA,NA,NA,0,0,0
STAFFORD_2012,2012,NA,NA,NA,STAFFORD,0009-05-20,NA,USFS,NA,4407,T,Unidentified,0,SHF-2894,NA,Trinity,NA,NA,NA,NA,0,0,0
WARD_2012,2012,NA,NA,NA,WARD,0009-11-20,NA,USFS,NA,550,T,Unidentified,0,SHF-2922,NA,Shasta,NA,NA,NA,NA,0,0,0
BAGLEY_2012,2012,NA,NA,NA,BAGLEY,NA,NA,USFS,NA,46011,T,Lightning,0,SHF-2744,NA,Shasta,NA,NA,NA,NA,0,0,0
NORTH PASS_2012,2012,NA,NA,NA,NORTH PASS,NA,NA,USFS,NA,41983,T,Lightning,26,MNF-1446,NA,Mendocino,NA,NA,NA,NA,4,0,0
LIKELY_2012,2012,NA,NA,NA,LIKELY,0009-05-20,NA,USFS,NA,9838,GTB,Human,0,NOD-3916,NA,Lassen,NA,NA,NA,NA,0,0,0
SOUTH COMPLEX_2012,2012,NA,NA,NA,SOUTH COMPLEX,0008-10-20,NA,USFS,NA,453,B,Lightning,0,DVP-11569,NA,Inyo,NA,NA,NA,NA,0,0,0
DEVORE_2012,2012,NA,NA,NA,DEVORE,0011-05-20,0011-06-20,USFS,NA,335,GB,Unidentified,1,BDF-16430,NA,San Bernardino,NA,NA,NA,NA,0,0,0
CASCADE_2012,2012,NA,NA,NA,CASCADE,NA,NA,NPS,NA,1705,T,Lightning,0,YNP-1473,NA,Mariposa,NA,NA,NA,NA,0,0,0
BECKS_2013,2013,NA,NA,NA,BECKS,NA,NA,CDF,335,NA,B,Debris Burning,0,LNU-477,NA,Lake,NA,NA,NA,NA,0,0,0
RIVER_2013,2013,NA,NA,NA,RIVER,NA,NA,CDF,407,NA,BG,Vehicle,0,BDU-2372,NA,Inyo,NA,NA,NA,NA,0,0,0
JURUPA_2013,2013,NA,NA,NA,JURUPA,NA,0003-02-20,CDF,300,NA,T,Undetermined,0,RRU-22083,NA,Riverside,NA,NA,NA,NA,2,0,0
PANTHER_2013,2013,NA,NA,NA,PANTHER,0005-01-20,0005-09-20,CDF,6896,NA,TB,Human,0,BTU-5648,NA,Tehama,NA,NA,NA,NA,0,0,0
SUMMIT_2013,2013,NA,NA,NA,SUMMIT,0005-01-20,0005-04-20,CDF,2956,NA,BG,Undetermined,2,RRU-44298,NA,Riverside,NA,NA,NA,NA,0,0,0
SPRINGS_2013,2013,NA,NA,NA,SPRINGS,0005-02-20,0005-09-20,CC,NA,24251,BG,Unidentified,10,VNC-12193,NA,Ventura,NA,NA,NA,NA,12,0,0
TRES PINOS_2013,2013,NA,NA,NA,TRES PINOS,0005-03-20,0005-04-20,CDF,354,NA,G,Equipment use,0,BEU-2109,NA,San Benito,NA,NA,NA,NA,0,0,0
FOSTER_2013,2013,NA,NA,NA,FOSTER,0005-03-20,0005-05-20,CDF,300,NA,T,Debris Burning,0,MEU-3381,NA,Mendocino,NA,NA,NA,NA,0,0,0
GORGONIO_2013,2013,NA,NA,NA,GORGONIO,0005-04-20,0005-04-20,CDF,650,NA,BG,Undetermined,0,RRU-45459,NA,Riverside,NA,NA,NA,NA,0,0,0
LAKE_2013,2013,NA,NA,NA,LAKE,NA,NA,CC,NA,712,BG,Human,0,LAC-118144,NA,Los Angeles,NA,NA,NA,NA,0,0,0
FELIPE_2013,2013,NA,NA,NA,FELIPE,NA,NA,CDF,2650,NA,BG,Human,0,MVU-10345,NA,San Diego,NA,NA,NA,NA,0,0,0
RIVER_2013,2013,NA,NA,NA,RIVER,NA,NA,CDF,450,NA,BG,Human,0,MMU-8520,NA,Merced,NA,NA,NA,NA,0,0,0
GENERAL_2013,2013,NA,NA,NA,GENERAL,NA,NA,CDF,2500,NA,B,Human,0,MVU-11025,NA,San Diego,NA,NA,NA,NA,0,0,0
SHELTON_2013,2013,NA,NA,NA,SHELTON,NA,NA,CDF,303,NA,G,Equipment use,0,TCU-4607,NA,San Joaquin,NA,NA,NA,NA,0,0,0
ROLLING_2013,2013,NA,NA,NA,ROLLING,NA,NA,CDF,480,NA,G,Vehicle,1,MMU-9861,NA,Madera,NA,NA,NA,NA,0,0,0
MILL_2013,2013,NA,NA,NA,MILL,NA,0007-02-20,CDF,534,NA,BG,Human,0,BDU-7912,NA,San Bernardino,NA,NA,NA,NA,3,0,0
KIRKER_2013,2013,NA,NA,NA,KIRKER,0007-01-20,0007-02-20,CDF,492,NA,TG,Electrical power,2,SCU-3899,NA,Contra Costa,NA,NA,NA,NA,0,0,0
FOX_2013,2013,NA,NA,NA,FOX,0007-03-20,0007-07-20,CDF,502,NA,G,Lightning,0,LMU-2700,NA,Modoc,NA,NA,NA,NA,0,0,0
CHARIOT_2013,2013,NA,NA,NA,CHARIOT,0007-06-20,NA,CDF,7055,NA,TB,Undetermined,149,MVU-14084,NA,San Diego,NA,NA,NA,NA,9,0,0
MOUNTAIN_2013,2013,NA,NA,NA,MOUNTAIN,NA,NA,CDF,27531,NA,TB,Electrical power,23,RRU-71832,NA,Riverside,NA,NA,NA,NA,1,0,0
RANCHO_2013,2013,NA,NA,NA,RANCHO,NA,NA,CC,NA,500,BG,Undetermined,0,KRN-1323633,NA,Kern,NA,NA,NA,NA,0,0,0
WATER_2013,2013,NA,NA,NA,WATER,NA,NA,CC,NA,612,W,Human,0,KRN-1324091,NA,Kern,NA,NA,NA,NA,0,0,0
SILVER_2013,2013,NA,NA,NA,SILVER,0008-07-20,NA,CDF,20292,NA,B,Undetermined,48,RRU-79781,NA,Riverside,NA,NA,NA,NA,8,0,0
SWEDES_2013,2013,NA,NA,NA,SWEDES,NA,NA,CDF,2264,NA,BG,Equipment use,8,BTU-10969,NA,Butte,NA,NA,NA,NA,0,0,0
DEER_2013,2013,NA,NA,NA,DEER,NA,NA,CDF,11429,NA,BG,Electrical power,0,TGU-6768,NA,Tehama,NA,NA,NA,NA,0,0,0
MORGAN_2013,2013,NA,NA,NA,MORGAN,0009-08-20,NA,CDF,3100,NA,G,Human,0,SCU-5452,NA,Contra Costa,NA,NA,NA,NA,0,0,0
CLOVER_2013,2013,NA,NA,NA,CLOVER,0009-09-20,NA,CDF,8073,NA,B,Undetermined,196,SHU-8265,NA,Shasta,NA,NA,NA,NA,15,0,1
PUTAH_2013,2013,NA,NA,NA,PUTAH,0010-03-20,0010-04-20,CDF,376,NA,G,Undetermined,0,LNU-8566,NA,Napa,NA,NA,NA,NA,0,0,0
SUMMIT_2013,2013,NA,NA,NA,SUMMIT,0010-04-20,0010-05-20,CDF,305,NA,BG,Misc,54,BTU-13464,NA,Butte,NA,NA,NA,NA,6,0,0
MCCABE_2013,2013,NA,NA,NA,MCCABE,NA,NA,CDF,3505,NA,G,Electrical power,1,LNU-10188,NA,Sonoma,NA,NA,NA,NA,0,0,0
GRAND_2013,2013,NA,NA,NA,GRAND,NA,NA,USFS,NA,4346,BT,Unidentified,0,LPF-1281,NA,Kern,NA,NA,NA,NA,0,0,0
WHITE_2013,2013,NA,NA,NA,WHITE,NA,0006-05-20,USFS,NA,1984,BG,Human,0,LPF-1473,NA,Santa Barbara,NA,NA,NA,NA,1,0,0
POWERHOUSE_2013,2013,NA,NA,NA,POWERHOUSE,NA,0006-10-20,USFS,NA,30274,BT,Unidentified,58,ANF-2297,NA,Los Angeles,NA,NA,NA,NA,4,0,0
BRANCH_2013,2013,NA,NA,NA,BRANCH,0006-01-20,0006-04-20,USFS,NA,486,BG,Unidentified,0,LPF-1535,NA,San Luis Obispo,NA,NA,NA,NA,0,0,0
HATHAWAY_2013,2013,NA,NA,NA,HATHAWAY,0006-09-20,NA,USFS,NA,3870,B,Unidentified,1,BDF-8526,NA,Riverside,NA,NA,NA,NA,0,0,0
CARSTENS_2013,2013,NA,NA,NA,CARSTENS,NA,NA,USFS,NA,1708,T,Human,0,SNF-1216,NA,Mariposa,NA,NA,NA,NA,0,0,0
KYBURZ_2013,2013,NA,NA,NA,KYBURZ,0007-08-20,0007-11-20,USFS,NA,572,TB,Human,2,ENF-16230,NA,El Dorado,NA,NA,NA,NA,0,0,0
ASPEN_2013,2013,NA,NA,NA,ASPEN,NA,0009-08-20,USFS,NA,22992,TB,Lightning,0,SNF-1732,NA,Fresno,NA,NA,NA,NA,0,0,0
DANCE_2013,2013,NA,NA,NA,DANCE,NA,0008-02-20,USFS,NA,577,TB,Unidentified,3,SRF-1373,NA,Humboldt,NA,NA,NA,NA,0,0,0
FORKS COMPLEX_2013,2013,NA,NA,NA,FORKS COMPLEX,NA,0010-01-20,USFS,NA,37246,TB,Human,0,KNF-5949,NA,Siskiyou,NA,NA,NA,NA,0,0,0
FALLS_2013,2013,NA,NA,NA,FALLS,0008-05-20,0008-09-20,USFS,NA,1383,BG,Unidentified,0,CNF-2512,NA,Riverside,NA,NA,NA,NA,2,0,0
POWER_2013,2013,NA,NA,NA,POWER,0008-05-20,NA,USFS,NA,1070,B,Unidentified,0,STF-2613,NA,Tuolumne,NA,NA,NA,NA,0,0,0
CORRAL COMPLEX_2013,2013,NA,NA,NA,CORRAL COMPLEX,0008-10-20,0010-02-20,USFS,NA,12503,TB,Lightning,0,SRF-1486,NA,Humboldt,NA,NA,NA,NA,0,0,0
AMERICAN_2013,2013,NA,NA,NA,AMERICAN,0008-11-20,NA,USFS,NA,27440,T,Unidentified,5,TNF-1562,NA,Placer,NA,NA,NA,NA,2,0,0
RIM_2013,2013,NA,NA,NA,RIM,NA,NA,USFS,NA,257314,TB,Unidentified,112,STF-2857,NA,Tuolumne,NA,NA,NA,NA,7,0,0
SHIRLEY COMPLEX_2013,2013,NA,NA,NA,SHIRLEY COMPLEX,NA,NA,USFS,NA,794,T,Lightning,0,SQF-3229,NA,Kern,NA,NA,NA,NA,0,0,0
