Fire_name_year,Year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
ASSIST #16_1996,1996,South,San Luis Obispo,NA,ASSIST #16,NA,0005-03-19,CC,NA,7115,GB,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
OTAY #121_1996,1996,South,San Diego,NA,OTAY #121,NA,0005-03-19,CDF,1220,NA,B,Campfire,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
MACK_1996,1996,South,Riverside,NA,MACK,0005-05-19,0005-06-19,CDF,350,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
PONY-STATE_1996,1996,South,Riverside,NA,PONY-STATE,NA,NA,CDF/BLM,1038,150,WB,Arson,1,NA,NA,NA,NA,NA,NA,NA,1,0,0
PALA_1996,1996,South,San Diego,NA,PALA,NA,NA,CDF,357,NA,B,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
STATE 837_1996,1996,South,Riverside,NA,STATE 837,0006-01-19,0006-02-19,CDF,646,7,GB,Equipment Use,5,NA,NA,NA,NA,NA,NA,NA,2,0,0
DEEP CREEK_1996,1996,South,San Bernardino,NA,DEEP CREEK,0006-01-19,0006-02-19,CDF,920,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
RECHE_1996,1996,South,Riverside,NA,RECHE,0006-02-19,0006-03-19,CDF,850,NA,T,Fireworks,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
JACK RABBIT_1996,1996,South,Riverside,NA,JACK RABBIT,0006-07-19,0006-07-19,CDF,600,NA,T,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
ESPARENZA_1996,1996,South,Riverside,NA,ESPARENZA,0006-11-19,0006-12-19,CDF,380,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WEBER_1996,1996,South,San Bernardino,NA,WEBER,NA,NA,CDF,360,NA,B,Undetermined,4,NA,NA,NA,NA,NA,NA,NA,2,0,0
RANCH_1996,1996,South,Los Angeles County,NA,RANCH,NA,NA,CC,NA,540,B,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
EGG FIRE_1996,1996,South,San Diego,NA,EGG FIRE,NA,NA,CDF,1000,NA,BG,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SOBOBA_1996,1996,South,Riverside,NA,SOBOBA,NA,NA,CDF/BIA,671,NA,B,Playing with fire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
JACK RABBIT_1996,1996,South,Riverside,NA,JACK RABBIT,NA,NA,CDF,343,NA,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
PECHANGA_1996,1996,South,Riverside,NA,PECHANGA,NA,NA,CDF/BIA,1336,NA,GB,Undetermined,3,NA,NA,NA,NA,NA,NA,NA,1,0,0
DOVE_1996,1996,South,Riverside,NA,DOVE,NA,NA,CDF,930,NA,GB,Equipment Use,14,NA,NA,NA,NA,NA,NA,NA,4,0,0
CIRCLE_1996,1996,South,Riverside,NA,CIRCLE,NA,0007-01-19,CDF,1200,NA,GB,Equipment Use,1,NA,NA,NA,NA,NA,NA,NA,2,0,0
KITCHING_1996,1996,South,Riverside,NA,KITCHING,NA,NA,CDF,530,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
STATE ASSIST (BEE)_1996,1996,South,Riverside,NA,STATE ASSIST (BEE),NA,0007-05-19,USFS,NA,9620,N/A,Shooting,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
PHILADELPHIA_1996,1996,South,Riverside,NA,PHILADELPHIA,NA,NA,LOCAL,NA,1700,N/A,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SUEY CREEK_1996,1996,South,San Luis Obispo,NA,SUEY CREEK,NA,NA,CDF,676,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SLAUGHTER HOUSE_1996,1996,South,San Diego,NA,SLAUGHTER HOUSE,NA,NA,CDF,750,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
OTAY #269_1996,1996,South,San Diego,NA,OTAY #269,NA,0008-01-19,CDF,750,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WOLFSKILL_1996,1996,South,Riverside,NA,WOLFSKILL,0008-12-19,NA,CDF,12142,NA,GB,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
58' (HWY 58)_1996,1996,South,San Luis Obispo,NA,58' (HWY 58),NA,NA,CDF/USFS,33094,73574,B,Vehicle,13,NA,NA,NA,NA,NA,NA,NA,1,0,0
CABAZON_1996,1996,South,Riverside,NA,CABAZON,NA,NA,CDF,675,127,B,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
RESEVOIR FIRE_1996,1996,South,Los Angeles (DBU),NA,RESEVOIR FIRE,NA,NA,USFS,NA,1426,N/A,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ASSIST/MARPLE_1996,1996,South,Los Angeles Co./ANF,NA,ASSIST/MARPLE,NA,0009-03-19,CC,6000,15500,N/A,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
DOUBLE_1996,1996,South,Riverside,NA,DOUBLE,NA,NA,CDF,1210,NA,G,Arson,6,NA,NA,NA,NA,NA,NA,NA,0,0,0
STATE-SABINA_1996,1996,South,Riverside,NA,STATE-SABINA,0009-04-19,0009-04-19,CDF,700,22,WB,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,2,0,0
STATE 1860 (WESLEY)_1996,1996,South,Riverside,NA,STATE 1860 (WESLEY),NA,0010-01-19,CDF,500,NA,GB,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
HARMONY_1996,1996,South,San Diego,NA,HARMONY,NA,NA,CDF,5000,NA,B,Undetermined,26,NA,NA,NA,NA,NA,NA,NA,18,0,1
RINCON #21_1996,1996,South,San Diego,NA,RINCON #21,NA,NA,CDF,1790,NA,B,Undetermined,3,NA,NA,NA,NA,NA,NA,NA,4,0,0
CALABASAS FIRE_1996,1996,South,Los Angeles County,NA,CALABASAS FIRE,NA,NA,CC,NA,13010,N/A,"NA",6,NA,NA,NA,NA,NA,NA,NA,5,0,0
OTAY #322_1996,1996,South,San Diego,NA,OTAY #322,NA,NA,CDF,14720,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
POLI_1996,1996,South,Ventura,NA,POLI,NA,NA,CC,NA,450,B,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
PANOCHE_1996,1996,Sierra,Fresno-Kings,NA,PANOCHE,NA,NA,CDF/BLM,3000,NA,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
FKU-15832_1996,1996,Sierra,Fresno-Kings,NA,FKU-15832,NA,NA,LOCAL,NA,920,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
PANOCHE_1996,1996,Sierra,Fresno-Kings,NA,PANOCHE,NA,NA,CDF,18350,NA,G,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SKYLINE_1996,1996,Sierra,Kings County Assist,NA,SKYLINE,NA,NA,CC,NA,16740,N/A,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
GALE_1996,1996,Sierra,Fresno-Kings,NA,GALE,NA,NA,CDF,1500,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
HWY 33_1996,1996,Sierra,Fresno-Kings,NA,HWY 33,NA,NA,CDF,4000,NA,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WEAVER_1996,1996,Sierra,Madera-Mariposa,NA,WEAVER,0006-10-19,0006-10-19,LOCAL,NA,1500,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MERCY_1996,1996,Sierra,Madera-Mariposa,NA,MERCY,NA,NA,CDF,16820,NA,G,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WASIOJA_1996,1996,Sierra,Santa Barbara Co. LPF,NA,WASIOJA,0007-03-19,0007-05-19,USFS,NA,2975,N/A,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
CASTLE COMPLEX_1996,1996,Sierra,Tulare,NA,CASTLE COMPLEX,0007-11-19,0008-04-19,NPS,NA,1633,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WHITE OAK_1996,1996,Sierra,Tulare,NA,WHITE OAK,NA,NA,CC,NA,7150,GB,Undetermined,2,NA,NA,NA,NA,NA,NA,NA,0,0,0
STUMPFIELD_1996,1996,Sierra,Madera-Mariposa,NA,STUMPFIELD,0008-01-19,0008-03-19,CDF,3000,NA,TGWB,Equipment use,43,NA,NA,NA,NA,NA,NA,NA,3,0,0
COTTON_1996,1996,Sierra,Madera-Mariposa,NA,COTTON,0008-01-19,0008-01-19,CDF,720,NA,GB,Undetermined,1,NA,NA,NA,NA,NA,NA,NA,2,0,0
CDF ASSIST (SCOTT)_1996,1996,Sierra,Amador-El Dorado,NA,CDF ASSIST (SCOTT),0008-02-19,0008-03-19,CITY,NA,9820,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
LIGHTNING #40_1996,1996,Sierra,Tuolumne-Calaveras,NA,LIGHTNING #40,0008-12-19,0008-12-19,CDF,1500,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
LIGHTNING #12 (BEAR)_1996,1996,Sierra,Calaveras,NA,LIGHTNING #12 (BEAR),0008-12-19,NA,CDF,1250,NA,WTGB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
LIGHTNING #14 (ESPERANZA)_1996,1996,Sierra,Tuolumne-Calaveras,NA,LIGHTNING #14 (ESPERANZA),0008-12-19,NA,CDF,3000,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MANUAL_1996,1996,Sierra,Tuolumne-Calaveras,NA,MANUAL,0008-12-19,NA,CDF,325,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
LIGHTNING #29 (KEYSTONE)_1996,1996,Sierra,Tuolumne-Calaveras,NA,LIGHTNING #29 (KEYSTONE),0008-12-19,0008-12-19,CDF/BLM,3000,4000,GB,Lightning,20,NA,NA,NA,NA,NA,NA,NA,7,0,0
KAWEAH_1996,1996,Sierra,Tulare,NA,KAWEAH,NA,NA,CDF/NPS,1220,3259,GB,Vehicle,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
ROGGE FIRE_1996,1996,Sierra,Stanislaus NF,NA,ROGGE FIRE,NA,NA,USFS,NA,23200,N/A,Lightning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACKERSON FIRE_1996,1996,Sierra,Yosemite NP,NA,ACKERSON FIRE,NA,NA,USFS,NA,46030,N/A,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRIMMER_1996,1996,Sierra,Fresno,NA,TRIMMER,NA,NA,CDF,5607,NA,GB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
CHOLOLLO_1996,1996,Sierra,Sequoia NF,NA,CHOLOLLO,NA,NA,BIA,NA,2850,N/A,Suspect Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WILD_1996,1996,Sierra,Los Padres NF,NA,WILD,0010-07-19,NA,USFS,NA,25590,N/A,Suspect Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
OAK FLAT_1996,1996,Sierra,Tulare,NA,OAK FLAT,0010-10-19,0010-01-19,USFS,NA,1000,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BANOS_1996,1996,Sierra,Madera-Mariposa,NA,BANOS,NA,NA,CDF,4380,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SUR_1996,1996,Sierra,Monterey,NA,SUR,NA,NA,USFS,NA,4430,N/A,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LIGHTNING #70_1997,1997,Cascade,Lassen-Modoc,NA,LIGHTNING #70,0008-04-19,0008-06-19,CDF,722,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,1,0
LASSEN NP 2225 (HUFFER)_1997,1997,Cascade,Lassen NP,NA,LASSEN NP 2225 (HUFFER),0008-06-19,0008-12-19,NPS,NA,2290,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WILLIAM_1997,1997,Cascade,Nevada-Yuba-Placer,NA,WILLIAM,NA,NA,CDF,5810,NA,TGWAB,Vehicle,85,NA,NA,NA,NA,NA,NA,NA,7,0,0
PONDEROSA_1997,1997,Cascade,Tehama-Glenn,NA,PONDEROSA,NA,NA,CDF,1100,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SHOOTING_1997,1997,South,San Bernardino,NA,SHOOTING,0005-01-19,0005-02-19,USFS,NA,4500,B,Shooting,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
STATE FIRE (BEACH)_1997,1997,South,Riverside,NA,STATE FIRE (BEACH),0005-09-19,0005-09-19,CDF,2400,NA,GB,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
STATE (BROWN)_1997,1997,South,Riverside,NA,STATE (BROWN),0005-10-19,0005-10-19,CDF,320,NA,B,Arson,3,NA,NA,NA,NA,NA,NA,NA,0,0,1
CALIMESA_1997,1997,South,Riverside,NA,CALIMESA,0006-10-19,0006-10-19,CDF,377,NA,GB,Equipment use,9,NA,NA,NA,NA,NA,NA,NA,3,0,0
HEMLOCK_1997,1997,South,San Bernardino,NA,HEMLOCK,0007-05-19,0007-05-19,USFS,NA,3750,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
CHOKE_1997,1997,South,Sequoia NF,NA,CHOKE,0008-05-19,NA,USFS,NA,4100,N/A,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NARROWS_1997,1997,South,Angeles NF,NA,NARROWS,NA,NA,USFS,NA,17263,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"STATE, PAUBA_1997",1997,South,Riverside,NA,"STATE, PAUBA",NA,0009-02-19,CDF,7800,NA,B,Undetermined,10,NA,NA,NA,NA,NA,NA,NA,0,0,0
POPPET_1997,1997,South,Riverside,NA,POPPET,NA,NA,CDF,1500,NA,B,Arson,5,NA,NA,NA,NA,NA,NA,NA,0,0,0
STATE (JACKRABBIT)_1997,1997,South,Riverside,NA,STATE (JACKRABBIT),NA,NA,CDF,2500,NA,B,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WILDWOOD_1997,1997,South,San Bernardino,NA,WILDWOOD,NA,NA,CDF,940,NA,B,Electrical power,6,NA,NA,NA,NA,NA,NA,NA,0,0,0
WOHLFORD_1997,1997,South,San Diego,NA,WOHLFORD,0008-01-19,0008-02-19,CDF,457,NA,B,Arson,8,NA,NA,NA,NA,NA,NA,NA,15,0,0
LAUREL_1997,1997,South,San Diego,NA,LAUREL,0008-01-19,0008-03-19,CDF,723,NA,B,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MARGARITA_1997,1997,South,San Diego,NA,MARGARITA,0009-04-19,0009-07-19,CDF,1141,NA,GAB,Arson,1,NA,NA,NA,NA,NA,NA,NA,1,0,0
DEL DIOS_1997,1997,South,San Diego,NA,DEL DIOS,NA,NA,CDF,1200,NA,B,Arson,2,NA,NA,NA,NA,NA,NA,NA,0,0,0
LOGAN_1997,1997,South,Los Padres NP/SLU,NA,LOGAN,0008-05-19,0008-11-19,USFS,NA,50000,N/A,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
HOPPER_1997,1997,South,Los Padres NF,NA,HOPPER,0008-05-19,NA,USFS,NA,24800,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ASSIST 84 (MILITARY AFV)_1997,1997,South,San Luis Obispo,NA,ASSIST 84 (MILITARY AFV),NA,NA,MIL,NA,1620,N/A,"NA",0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MONTANA_1997,1997,South,San Luis Obispo,NA,MONTANA,0011-01-19,0011-02-19,CDF,375,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
GROVE_1997,1997,Sierra,Fresno-Kings,NA,GROVE,NA,NA,CDF,1235,160,G,Electrical power,3,NA,NA,NA,NA,NA,NA,NA,26,0,0
METZ #4_1997,1997,Sierra,San Benito-Monterey,NA,METZ #4,NA,NA,CDF,1900,NA,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
COPPERHEAD_1997,1997,Sierra,San Benito-Monterey,NA,COPPERHEAD,0006-11-19,0006-12-19,CDF,1400,NA,GWB,Escape,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MILLSTREAM_1997,1997,Sierra,Madera-Mariposa,NA,MILLSTREAM,0007-05-19,0007-05-19,CDF,325,NA,N/A,Smoking,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
CORREIA_1997,1997,Sierra,Madera-Mariposa,NA,CORREIA,0011-07-19,0011-07-19,LOCAL,NA,2000,N/A,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
BLM #1 (JACKS)_1997,1997,Sierra,Sequoia NF,NA,BLM #1 (JACKS),0008-09-19,NA,USFS,NA,5693,N/A,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
KERN #17 (CHOCKTAW)_1997,1997,Sierra,Kern County,NA,KERN #17 (CHOCKTAW),NA,NA,CC,NA,4000,N/A,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
PRIEST #2_1997,1997,Sierra,Tuolumne-Calaveras,NA,PRIEST #2,0009-08-19,0009-09-19,CDF,500,NA,N/A,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
COFFEE_1997,1997,Sierra,Tulare/Sequoia NF,NA,COFFEE,NA,NA,CDF,2420,NA,B,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
FERNANDEZ_1997,1997,Sierra,Tulare,NA,FERNANDEZ,NA,NA,LOCAL,NA,43700,AP,Misc,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MIDDLE_1998,1998,Coast,Lake-Napa,NA,MIDDLE,NA,0009-02-19,CDF,6600,NA,BGW,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MANTON_1998,1998,Coast,Tehama-Glenn,NA,MANTON,0008-01-19,0008-02-19,CDF,2100,NA,W,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
POWERHOUSE_1998,1998,Coast,Tehama-Glenn,NA,POWERHOUSE,0008-01-19,0008-01-19,CDF,982,NA,B,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MANTON #3_1998,1998,Coast,Tehama-Glenn,NA,MANTON #3,0008-01-19,0008-01-19,CDF,352,NA,B,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
COVINGTON_1998,1998,Coast,San Bernardino,NA,COVINGTON,NA,NA,CDF,807,NA,BG,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
CHARIOT_1998,1998,Coast,San Diego,NA,CHARIOT,0007-01-19,0007-02-19,CDF,2100,NA,BG,Escape,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SUMMITT_1998,1998,Coast,San Diego,NA,SUMMITT,NA,NA,CDF,856,NA,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
BITTERWATER_1998,1998,Coast,San Luis Obispo,NA,BITTERWATER,NA,NA,CDF,420,NA,G,Vehicle,5,NA,NA,NA,NA,NA,NA,NA,0,0,0
FEATHERSTONE_1998,1998,Coast,San Diego,NA,FEATHERSTONE,NA,NA,CDF,400,NA,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
ASSIST_1998,1998,Coast,Inyo National Forest,NA,ASSIST,NA,0009-01-19,USFS,NA,3410,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WILDCAT_1998,1998,Coast,San Diego,NA,WILDCAT,NA,0009-03-19,CDF,3200,NA,BG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SANTIAGO_1998,1998,Coast,Riverside (Orange County),NA,SANTIAGO,NA,0009-04-19,CC,NA,8900,BG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
JUNIPER_1998,1998,Coast,Riverside,NA,JUNIPER,NA,0009-03-19,CDF,6000,NA,BG,Lightning,89,NA,NA,NA,NA,NA,NA,NA,1,0,0
WEIRICK_1998,1998,Coast,Riverside,NA,WEIRICK,NA,0009-01-19,CDF,5000,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
CAJALCO FIRE_1998,1998,Coast,Riverside,NA,CAJALCO FIRE,NA,NA,CDF,2000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
DELUZ_1998,1998,Coast,San Diego (Camp Pendleton),NA,DELUZ,NA,0009-02-19,CDF,1830,NA,NA,Weapons,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
EDNA (STATE 1596)_1998,1998,Coast,Riverside,NA,EDNA (STATE 1596),0010-05-19,0010-07-19,CDF,28164,NA,GB,Arson,5,NA,NA,NA,NA,NA,NA,NA,1,2,0
TAYLOR_1998,1998,Coast,Riverside,NA,TAYLOR,0010-05-19,0010-08-19,CDF,2160,NA,G,Under investigation,5,NA,NA,NA,NA,NA,NA,NA,2,1,0
PIRU_1998,1998,Coast,San Luis Obispo,NA,PIRU,NA,NA,CC,NA,6500,BG,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
EMERY_1998,1998,Coast,San Diego,NA,EMERY,0011-04-19,0011-05-19,CDF,350,NA,BG,Debris,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MERCY_1998,1998,Sierra,Madera-Mariposa-Merced,NA,MERCY,0007-10-19,0007-11-19,CDF,4800,NA,G,Misc,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WORDEN_1998,1998,Sierra,Madera-Mariposa-Merced,NA,WORDEN,0007-11-19,0007-11-19,LOCAL,NA,300,T,Escape,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
STONEWALL_1998,1998,Sierra,San Benito-Monterey,NA,STONEWALL,0008-03-19,0008-07-19,CDF/NPS,930,1870,B,Powerlines,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SWIFT_1998,1998,Sierra,Madera-Mariposa-Merced,NA,SWIFT,0008-06-19,0008-06-19,LOCAL,NA,350,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
PG&E 39_1998,1998,Sierra,Madera-Mariposa-Merced,NA,PG&E 39,0010-09-19,0010-09-19,LOCAL,NA,1500,G,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
RANGE_1999,1999,Coast,Santa Clara,NA,RANGE,NA,NA,CDF,1200,NA,GB,Equipment use,2,NA,NA,NA,NA,NA,NA,NA,0,0,0
RUMSEY_1999,1999,Coast,Lake-Napa,NA,RUMSEY,NA,NA,CDF,3500,NA,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SIXTEEN_1999,1999,Coast,Lake-Napa,NA,SIXTEEN,NA,NA,CDF,40000,NA,TWB,Arson,2,NA,NA,NA,NA,NA,NA,NA,6,0,0
LOWDEN_1999,1999,Coast,Shasta-Trinity,NA,LOWDEN,0007-02-19,0007-05-19,CDF,2000,NA,T,VMP Burn,23,NA,NA,NA,NA,NA,NA,NA,23,0,0
CINDER_1999,1999,Coast,Lassen-Modoc,NA,CINDER,NA,NA,CDF,575,NA,T,Rekindle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
DEHAVEN GULCH_1999,1999,Coast,Tehama-Glenn,NA,DEHAVEN GULCH,NA,NA,CDF,17000,NA,WB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SPRING #5 (SUGARLOAF)_1999,1999,Coast,Shasta-Trinity,NA,SPRING #5 (SUGARLOAF),NA,NA,CDF,807,NA,TB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
INKS_1999,1999,Coast,Tehama-Glenn,NA,INKS,NA,NA,CDF,5021,NA,GWB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
ASSIST (FEATHER RIVER)_1999,1999,Coast,Plumas NF,NA,ASSIST (FEATHER RIVER),NA,NA,USFS,NA,24132,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPRING_1999,1999,Coast,Tehama-Glenn,NA,SPRING,NA,NA,CDF,6000,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
WOODLAND_1999,1999,Coast,Butte,NA,WOODLAND,NA,NA,CDF,995,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
DOE MILL_1999,1999,Coast,Butte,NA,DOE MILL,NA,NA,CDF,10857,NA,GB,Lightning,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
WILLOW_1999,1999,Coast,Lassen-Modoc,NA,WILLOW,NA,NA,CDF,867,6133,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MUSTY #1_1999,1999,Coast,Butte,NA,MUSTY #1,NA,NA,CDF,500,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MUSTY #2_1999,1999,Coast,Butte,NA,MUSTY #2,NA,NA,CDF,500,NA,TB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MUSTY #3_1999,1999,Coast,Butte,NA,MUSTY #3,NA,NA,CDF,13652,NA,TB,Lightning,7,NA,NA,NA,NA,NA,NA,NA,2,0,0
BLOOMER #3_1999,1999,Coast,Butte,NA,BLOOMER #3,NA,NA,CDF,2590,NA,GB,Lightning,9,NA,NA,NA,NA,NA,NA,NA,9,0,0
PASKENTA_1999,1999,Coast,Tehama-Glenn,NA,PASKENTA,NA,NA,CDF,1000,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
UNION_1999,1999,Coast,Butte,NA,UNION,NA,NA,CDF,736,NA,B,Lightning,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
BIG BAR COMPLEX_1999,1999,Coast,Shasta-Trinity NF,NA,BIG BAR COMPLEX,NA,0011-03-19,USFS,NA,140948,NA,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SOUTH_1999,1999,Coast,Butte,NA,SOUTH,NA,NA,CDF,1572,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SYCAMORE #2_1999,1999,Coast,Butte,NA,SYCAMORE #2,NA,NA,CDF,2005,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
BEHEMOTASH_1999,1999,Coast,Shasta-Trinity,NA,BEHEMOTASH,NA,NA,CDF,2000,NA,TWB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
ROCK #4_1999,1999,Coast,Shasta-Trinity,NA,ROCK #4,NA,NA,CDF,700,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
SPRING #5_1999,1999,Coast,Shasta-Trinity,NA,SPRING #5,NA,NA,CDF,807,NA,TB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
MCHOUGH COMPLEX_1999,1999,Coast,Plumas NF,NA,MCHOUGH COMPLEX,NA,NA,USFS,NA,34175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
