FID,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Year,Region,Ranger_uni,Ranger_u_1,FIRE_NAM_1,Start,Contained,DPA,CDF_acres_,Other_acre,Veg_type,Cause_1,Destroyed_,Incident_n,National_f,County,County2,County3,Fire_name2,DPA2,Damaged_st,Firefighte,Civilian_f
3205,20176,2017,CA,CDF,SKU,DAVIS,4229,6/16/2017 0:00,6/23/2017 0:00,14, ,3.77,3.7729199,1,1, ,673.3526274,15268.44697,2002,South,San Luis Obispo,NA,DAVIS,0006-09-20,0006-09-20,CDF,2118,NA,GA,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3206,20184,2017,CA,CDF,SKU,FAY,4779,7/5/2017 0:00,7/5/2017 0:00,9,Dumping hot ash,469,469.3559875,1,1, ,8543.433322,1899416.087,2017,NA,NA,NA,FAY,0007-05-20,NA,CDF,496,NA,BGT,Misc,0,SKU-4779,NA,Siskiyou,NA,NA,NA,NA,0,0,0
3207,20187,2017,CA,CDF,SKU,MEADOW,4886,7/9/2017 0:00,7/9/2017 0:00,9,Electrical,0.1,0.0812556,1,1, ,86.73865729,328.8295868,2014,NA,NA,NA,MEADOW,NA,NA,NPS,NA,4772,TB,Undetermined,0,YNP-101,NA,Mariposa,NA,NA,NA,NA,0,0,0
3208,20189,2017,CA,CDF,SKU,HILL,5602,7/29/2017 0:00,7/29/2017 0:00,2, ,155,155.1990051,1,1, ,4772.462623,628067.342,2011,NA,NA,NA,HILL,0009-02-20,0009-08-20,CDF,1153,NA,T,Undetermined,3,BDU-009968,NA,San Bernardino,NA,NA,NA,USFS,2,0,0
3209,20191,2017,CA,CDF,SKU,PLEASANT,6380,8/27/2017 0:00,8/27/2017 0:00,2, ,0.27,0.304333,1,1, ,165.8672032,1231.591773,2017,NA,NA,NA,PLEASANT,NA,0009-06-20,CDF,392,NA,BT,Undetermined,1,NEU-22877,NA,Nevada,NA,NA,NA,NA,1,0,0
3210,20192,2017,CA,CDF,SKU,OWENS,6439,8/29/2017 0:00,9/4/2017 0:00,14, ,55,54.75,1,1, ,2135.955493,221565.4148,1985,VI,Owens Valley,NA,OWENS,0008-08-19,0008-10-19,USFS,160,3580,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3211,20193,2017,CA,CDF,SKU,JUNIPER,6456,8/30/2017 0:00,8/30/2017 0:00,14, ,0.4,0.388033,1,1, ,170.2507244,1570.315347,1998,Coast,Riverside,NA,JUNIPER,NA,0009-03-19,CDF,6000,NA,BG,Lightning,89,NA,NA,NA,NA,NA,NA,NA,1,0,0
3212,20194,2017,CA,CDF,SKU,MARBLE,6502,9/1/2017 0:00,9/1/2017 0:00,2, ,0.37,0.371234,1,1, ,169.9304971,1502.329832,2017,NA,NA,NA,MARBLE,NA,NA,USFS,NA,319,T,Undetermined,0,SRF-703,NA,Siskiyou,NA,NA,NA,NA,0,0,0
3213,20196,2017,CA,CDF,SKU,RAILROAD,7043,9/23/2017 0:00,9/23/2017 0:00,14, ,2.2,2.21644,1,1, ,460.7544646,8969.625293,2017,NA,NA,NA,RAILROAD,NA,NA,USFS,NA,12407,BT,Undetermined,8,SNF-1743,NA,Madera,NA,NA,NA,NA,1,1,0
3214,20197,2017,CA,CDF,SKU,MILL,7217,10/1/2017 0:00,10/1/2017 0:00,14, ,0.39,0.385245,1,1, ,192.0784127,1559.029566,2012,NA,NA,NA,MILL,NA,NA,CDF,1641,NA,TG,Arson,0,BTU-8116,NA,Tehama,NA,NA,NA,NA,0,0,0
3215,20198,2017,CA,CDF,SKU,SHELL,7371,10/5/2017 0:00,10/5/2017 0:00,5, ,4.6,4.6438699,1,1, ,669.7128314,18793.08656,1985,VI,Riverside,NA,SHELL,0008-11-19,NA,CC,NA,1440,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3216,20205,2017,CA,CDF,SHU,BERRY,9460,9/12/2017 0:00,10/4/2017 0:00,1, ,995,994.072998,1,1, ,12278.52254,4022869.725,2017,NA,NA,NA,BERRY,0009-12-20,0010-04-20,CDF,900,NA,B,Lightning,0,SHU-9460,NA,Shasta,NA,NA,NA,NA,0,0,0
3217,20208,2017,CA,CDF,SCU,FELIPE,5152,7/10/2017 0:00,7/14/2017 0:00,14, ,70,102.5589981,2,1, ,3472.379507,415041.7125,2013,NA,NA,NA,FELIPE,NA,NA,CDF,2650,NA,BG,Human,0,MVU-10345,NA,San Diego,NA,NA,NA,NA,0,0,0
3218,20211,2017,CA,CCO,SBC,BELL,10151,8/5/2017 0:00,8/5/2017 0:00,7, ,32,34.6897011,1,1, ,2314.18907,140384.343,1993,III,San Diego,NA,BELL,NA,NA,CDF,300,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3219,20213,2017,CA,CCO,SBC,TRAIL,8194,6/23/2017 0:00,6/23/2017 0:00,9,Hot Coals,12,11.7254,1,1, ,1476.231258,47450.97252,1987,NA,NA,NA,TRAIL,NA,0009-03-19,CC,NA,900,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
3220,20215,2017,CA,CCO,SBC,RUCKER,12621,9/29/2017 0:00,10/4/2017 0:00,10, ,444,429.70401,1,1, ,12415.74852,1738951.002,2017,NA,NA,NA,RUCKER,NA,0010-04-20,CC,NA,444,BG,Misc,0,SBC-12621,NA,Santa Barbara,NA,NA,NA,NA,0,0,0
3221,20218,2018,CA,CCO,SBC,WASIOJA,6679,5/20/2018 0:00,5/22/2018 0:00,11, ,190,189.5370026,1,1, ,4518.644829,767030.5465,1996,Sierra,Santa Barbara Co. LPF,NA,WASIOJA,0007-03-19,0007-05-19,USFS,NA,2975,N/A,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3222,20227,2017,CA,CDF,RRU,OPERA,53193,4/30/2017 0:00,5/2/2017 0:00,14, ,1458,999.6259766,2,1, ,15367.94403,4045343.77,2017,NA,NA,NA,OPERA,NA,0005-02-20,CDF,1350,NA,BG,Vehicle,0,RRU-53193,NA,Riverside,NA,NA,NA,NA,0,0,0
3223,20228,2017,CA,CDF,RRU,ROSE,94091,7/31/2017 0:00,8/3/2017 0:00,2,Fed Inc # 00002511,20,188.1239929,1,1, ,5786.059355,761310.5539,2017,NA,NA,NA,ROSE,0008-10-20,0008-10-20,CC,NA,338,G,Misc,0,KRN-31474,NA,Kern,NA,NA,NA,NA,0,0,0
3224,20229,2017,CA,CDF,RRU,VERNON,68281,6/3/2017 0:00,6/3/2017 0:00,14, ,27,26.2521,1,1, ,1347.280556,106238.5334,2010,NA,NA,NA,VERNON,0008-08-20,NA,NPS,NA,909,T,Lightning,0,YMP-3213,NA,Tuolumne,NA,NA,NA,NA,0,0,0
3225,20230,2017,CA,CDF,RRU,PALMER,108660,9/2/2017 0:00,9/6/2017 0:00,9, ,3874,3872.149902,2,1, ,24077.48329,15670042.35,2017,NA,NA,NA,PALMER,0009-02-20,0009-09-20,CDF,3800,NA,BG,Playing with fire,0,RRU-108660,NA,Riverside,NA,NA,NA,NA,1,0,0
3226,20231,2017,CA,CDF,RRU,MIAS,100198,8/14/2017 0:00,8/20/2017 0:00,11, ,600,521.0859985,7,1, ,11336.06388,2108758.381,2017,NA,NA,NA,MIAS,NA,NA,CDF,600,NA,BG,Electrical power,0,RRU-100591,NA,Riverside,NA,NA,NA,NA,0,0,0
3227,20232,2017,CA,CDF,RRU,BLAINE,99747,8/13/2017 0:00,8/14/2017 0:00,14, ,1500,577.6849976,6,1, ,6610.02207,2337808.502,2017,NA,NA,NA,BLAINE,NA,NA,CDF,1500,NA,BG,Undetermined,0,RRU-99747,NA,Riverside,NA,NA,NA,NA,46,0,0
3228,20240,2017,CA,CCO,ORC,ROSE,17073018,7/4/2017 0:00,7/4/2017 0:00,9, ,0,0.179584,1,1, ,111.2926633,726.7488637,2017,NA,NA,NA,ROSE,0008-10-20,0008-10-20,CC,NA,338,G,Misc,0,KRN-31474,NA,Kern,NA,NA,NA,NA,0,0,0
3229,20257,2017,CA,CCO,ORC,CREEK,17121768,11/6/2017 0:00,11/6/2017 0:00,14, ,0,0.150137,1,1, ,159.7106635,607.5818784,1994,Sierra,Tuolumne-Calaveras,NA,CREEK,0008-09-19,NA,CDF,442,NA,TB,Smoking,3,NA,NA,NA,NA,NA,NA,NA,0,0,0
3230,20265,2017,CA,CDF,NEU,CHINA,17375,7/5/2017 0:00,7/5/2017 0:00,11, ,0,13.8982,1,1, ,1325.415967,56244.04767,1987,NA,NA,NA,CHINA,NA,0009-09-19,USFS,NA,3040,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
3231,20267,2017,CA,CDF,NEU,STAGECOACH,18852,7/20/2017 0:00,7/23/2017 0:00,3, ,12,11.9328003,1,1, ,916.4901725,48290.4938,1993,III,Orange County,NA,STAGECOACH,NA,NA,CC,NA,546,NA,Arson,8,NA,NA,NA,NA,NA,NA,NA,0,0,0
3232,20269,2017,CA,CDF,NEU,GRIZZLY,18971,7/21/2017 0:00,7/31/2017 0:00,10, ,0,10.8211002,1,1, ,926.8550941,43791.50192,1985,IV,Tuolumne-Calaveras,NA,GRIZZLY,0007-03-19,0007-04-19,CDF,530,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3233,20270,2017,CA,CDF,NEU,WEST,17727,7/9/2017 0:00,7/9/2017 0:00,14, ,50,50.0810013,1,1, ,2992.709656,202670.6786,2010,NA,NA,NA,WEST,NA,0008-06-20,CALFIRE,1658,NA,BG,Equipment use,50,KRN-0021461,NA,Kern,NA,NA,NA,CC,13,0,0
3234,20273,2017,CA,CDF,NEU,PLEASANT,22877,8/30/2017 0:00,9/6/2017 0:00,14, ,392,392.4849854,1,1, ,6529.484834,1588331.337,2017,NA,NA,NA,PLEASANT,NA,0009-06-20,CDF,392,NA,BT,Undetermined,1,NEU-22877,NA,Nevada,NA,NA,NA,NA,1,0,0
3235,20276,2017,CA,CDF,NEU,VISTA,26830,10/14/2017 0:00,10/15/2017 0:00,2, ,7.36,7.34516,1,1, ,839.9307783,29724.80981,2012,NA,NA,NA,VISTA,NA,NA,CDF,500,NA,G,Equipment use,0,RRU-82306,NA,Riverside,NA,NA,NA,NA,0,0,0
3236,20278,2017,CA,CDF,NEU,BEALE,21927,8/20/2017 0:00,8/22/2017 0:00,11, ,867,867.0200195,1,1, ,9278.663854,3508703.803,2016,NA,NA,NA,BEALE,NA,NA,CDF,389,NA,G,Misc,0,NEU-20037,NA,Yuba,NA,NA,NA,NA,0,0,0
3237,20282,2017,CA,CDF,NEU,GARDEN,26444,10/10/2017 0:00,10/10/2017 0:00,10, ,0,19.1375999,1,1, ,1882.431384,77447.09492,2017,NA,NA,NA,GARDEN,NA,0008-09-20,USFS,NA,450,B,Misc,0,SQF-1989,NA,Kern,NA,NA,NA,NA,0,0,0
3238,20291,2017,CA,CDF,MVU,JENNINGS 2,16909,7/11/2017 0:00,7/14/2017 0:00,10, ,400,332.5859985,1,1, ,7042.368247,1345929.786,2017,NA,NA,NA,JENNINGS 2,0007-11-20,NA,CDF,400,NA,BG,Vehicle,0,MVU-16909,NA,San Diego,NA,NA,NA,NA,0,0,0
3239,20293,2017,CA,CDF,MVU,GATE,12098,5/20/2017 0:00,5/23/2017 0:00,9,"SHOOTING, BLM INC # 7605",1500,1912.910034,1,1, ,13438.68199,7741254.285,2017,NA,NA,NA,GATE,NA,NA,CDF,2056,NA,BG,Undetermined,0,MVU-12098,NA,San Diego,NA,NA,NA,NA,0,0,0
3240,20297,2017,CA,CDF,MVU,BLACK,15328,6/25/2017 0:00,6/26/2017 0:00,14,USFS inc # 1862 and cause = equipment,36,33.6733017,1,1, ,2591.726375,136271.136,2014,NA,NA,NA,BLACK,NA,NA,CDF,403,NA,B,Equipment Use,11,MEU-8882,NA,Mendocino,NA,NA,NA,NA,0,0,0
3241,20299,2017,CA,CDF,MMU,PEAK,18116,9/3/2017 0:00,9/9/2017 0:00,10, ,0,677.8930054,1,1, ,10083.87689,2743334.063,1986,III,San Diego,NA,PEAK,NA,NA,CDF,1102,NA,TBG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3242,20300,2017,CA,CDF,MMU,OAKWOOD,11650,6/10/2017 0:00,6/13/2017 0:00,9, ,0,1428.530029,1,1, ,22146.09317,5781066.151,2017,NA,NA,NA,OAKWOOD,0006-10-20,NA,CDF,1417,NA,BG,Shooting,0,MMU-11650,NA,Madera,NA,NA,NA,NA,0,0,0
3243,20301,2017,CA,CDF,MMU,MISSION,18115,9/3/2017 0:00,9/13/2017 0:00,11, ,0,988.46698,1,1, ,18687.02442,4000185.878,2013,NA,NA,NA,MISSION,NA,NA,USFS,NA,4500,BG,Human,0,FHL-2679,NA,Monterey,NA,NA,NA,NA,0,0,0
3244,20302,2017,CA,CDF,MMU,DETWILER,14474,7/16/2017 0:00,8/31/2017 0:00,9, ,0,81826.29688,1,1, ,192644.7966,331139186.4,2017,NA,NA,NA,DETWILER,NA,NA,CDF,81826,NA,BG,Shooting,134,MMU-14474,NA,Mariposa,NA,NA,NA,NA,21,0,0
3245,20303,2017,CA,CDF,MMU,BEN,13022,6/28/2017 0:00,7/6/2017 0:00,10, ,0,558.1430054,1,1, ,12357.69363,2258722.621,2017,NA,NA,NA,BEN,NA,0007-06-20,CDF,558,NA,BG,Vehicle,0,MMU-13022,NA,Mariposa,NA,NA,NA,NA,0,0,0
3246,20304,2017,CA,CDF,MMU,WRIGHT,9464,5/12/2017 0:00,5/13/2017 0:00,14, ,0,1730.469971,1,1, ,13851.30193,7002949.402,2017,NA,NA,NA,WRIGHT,0005-12-20,NA,CDF,1733,NA,G,Undetermined,0,MMU-9464,NA,Merced,NA,NA,NA,NA,0,0,0
3247,20305,2017,CA,CDF,MMU,SPRING,13291,7/3/2017 0:00,7/7/2017 0:00,2, ,0,208.227005,1,1, ,7009.209092,842663.891,1999,Coast,Tehama-Glenn,NA,SPRING,NA,NA,CDF,6000,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3248,20308,2017,CA,CDF,LNU,BEAR,5694,6/23/2017 0:00,6/23/2017 0:00,14, ,15,11.6830997,2,1, ,873.650937,47279.76678,1987,NA,NA,NA,BEAR,NA,0009-12-19,USFS,NA,550,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
3249,20309,2017,CA,CDF,LNU,KNOXVILLE,6031,7/1/2017 0:00,7/1/2017 0:00,14, ,15,30.0004005,2,1, ,1413.593915,121407.3851,2011,NA,NA,NA,KNOXVILLE,NA,NA,CDF,506,NA,B,Undetermined,0,LNU-006369,NA,Napa,NA,NA,NA,NA,0,0,0
3250,20310,2017,CA,CDF,LNU,GEYSERS,4515,5/24/2017 0:00,5/24/2017 0:00,14, ,12,12.6513004,2,1, ,891.3542315,51198.07989,1991,I,Sonoma,NA,GEYSERS,NA,NA,CDF,5884,241,BWG,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3251,20312,2017,CA,CDF,LNU,SITES,6602,7/15/2017 0:00,7/15/2017 0:00,14, ,15,15.6288004,2,1, ,1061.616693,63247.40998,1986,I,Lake-Napa,NA,SITES,0011-10-19,0011-10-19,CDF,1600,NA,WG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3252,20319,2017,CA,CDF,LNU,CANYON,7678,8/11/2017 0:00,10/12/2017 0:00,14, ,140,114.1169968,2,1, ,3256.903705,461814.3479,2003,South,Riverside,NA,CANYON,NA,NA,OTHER,NA,4336,B,Arson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3253,20322,2017,CA,CDF,LNU,WINTER,6262,7/6/2017 0:00,7/12/2017 0:00,14, ,1700,2366.229981,2,1, ,15947.45726,9575813.157,2017,NA,NA,NA,WINTER,0007-06-20,NA,CDF,1700,NA,BT,Vehicle,0,LNU-6262,NA,Yolo,NA,NA,NA,NA,0,0,0
3254,20325,2017,CA,CDF,LNU,FORT,9994,10/7/2017 0:00,10/8/2017 0:00,14, ,18,18.2805996,1,1, ,1404.66372,73979.16582,2009,NA,San Bernardino,NA,FORT,0002-05-20,0002-07-20,CDF,945,NA,B,Debris,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3255,20328,2017,CA,CDF,LNU,SPRINGS,8536,9/1/2017 0:00,9/2/2017 0:00,14, ,13,13.1253004,2,1, ,1003.116284,53116.2928,1995,South,San Diego,NA,SPRINGS,NA,NA,CDF,307,NA,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3256,20329,2017,CA,CDF,LNU,RIDGE,9953,10/6/2017 0:00,10/8/2017 0:00,14, ,90,54.9566002,2,1, ,1974.140887,222401.433,2001,Coast,Mendocino,NA,RIDGE,NA,NA,CDF,610,NA,TGB,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3257,20330,2017,CA,CDF,LNU,SPRING,8425,8/30/2017 0:00,8/30/2017 0:00,14, ,12,11.8888998,1,1, ,1067.006961,48112.49537,1999,Coast,Tehama-Glenn,NA,SPRING,NA,NA,CDF,6000,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3258,20334,2017,CA,CDF,LNU,YOUNG,10104,10/8/2017 0:00,10/25/2017 0:00,14, ,0,106.0049973,3,1, ,6353.3646,428988.6583,2017,NA,NA,NA,YOUNG,0008-07-20,NA,USFS,NA,21377,BT,Undetermined,0,SRF-863,NA,Del Norte,NA,NA,NA,NA,0,0,0
3259,20339,2017,CA,CDF,LNU,CLOVER,9421,9/23/2017 0:00,9/24/2017 0:00,14, ,14,13.8989,1,1, ,1403.676898,56246.71085,1992,II,Shasta-Trinity,NA,CLOVER,NA,NA,CDF,310,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3260,20342,2017,CA,CDF,LMU,PINE,4312,7/27/2017 0:00,7/31/2017 0:00,1, ,20,21.2413006,1,1, ,1474.720578,85960.32552,1999,South,Riverside,NA,PINE,NA,0009-01-19,CDF,1523,NA,GB,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3261,20343,2017,CA,CDF,LMU,JONES,2955,6/3/2017 0:00,6/4/2017 0:00,7, ,42,43.5966988,1,1, ,1998.408235,176429.6509,1999,Coast,Shasta-Trinity,NA,JONES,NA,NA,CDF,26202,NA,TGWB,Undetermined,954,NA,NA,NA,NA,NA,NA,NA,37,1,NA
3262,20347,2017,CA,CCO,LAC,PLACERITA,187296,6/25/2017 0:00,6/26/2017 0:00,7, ,0,759.7579956,7,1, ,15646.9371,3074632.896,2017,NA,NA,NA,PLACERITA,NA,NA,CC,NA,760,BG,Debris Burning,0,LAC-187296,NA,Los Angeles,NA,NA,NA,NA,0,0,0
3263,20348,2017,CA,CCO,LAC,LAKE,178275,6/17/2017 0:00,6/17/2017 0:00,14, ,0,733.2620239,7,1, ,14583.0455,2967404.386,1988,I,Humboldt-Del Norte,NA,LAKE,NA,NA,CDF,550,NA,TG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3264,20350,2017,CA,CCO,LAC,TOPANGA,191835,6/29/2017 0:00,7/2/2017 0:00,14, ,55,29.0596008,7,1, ,1747.551772,117599.8968,2005,NA,NA,NA,TOPANGA,NA,NA,CDF,24175,NA,N/A,Unidentified,13,NA,NA,Los Angeles/Ventura,NA,NA,NA,NA,NA,NA,NA
3265,20354,2017,CA,CCO,LAC,FIVE,163449,6/3/2017 0:00,6/3/2017 0:00,14, ,25,25.3041992,7,1, ,2210.186082,102402.2828,2005,Sierra,Fresno-Kings,NA,FIVE,0006-04-20,0006-05-20,CDF,5514,NA,G,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3266,20355,2017,CA,CCO,LAC,SOUTH,174063,6/13/2017 0:00,6/13/2017 0:00,4, ,0,9.5072803,1,1, ,967.0487349,38474.60673,1999,Coast,Butte,NA,SOUTH,NA,NA,CDF,1572,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3267,20357,2017,CA,CCO,LAC,BROWNS,197749,7/4/2017 0:00,7/5/2017 0:00,8, ,0,0.034771,7,1, ,63.4533983,140.7134423,1994,Cascade,Shasta-Trinity,NA,BROWNS,0007-12-19,NA,CDF,1650,NA,TB,Vehicle,4,NA,NA,NA,NA,NA,NA,NA,1,0,0
3268,20358,2017,CA,CCO,LAC,VISTA,224040,7/29/2017 0:00,7/29/2017 0:00,14, ,2,0.555764,7,1, ,269.5280243,2249.098697,2012,NA,NA,NA,VISTA,NA,NA,CDF,500,NA,G,Equipment use,0,RRU-82306,NA,Riverside,NA,NA,NA,NA,0,0,0
3269,20361,2017,CA,CCO,LAC,CANYON,197049,7/4/2017 0:00,7/4/2017 0:00,14, ,0,1.36235,7,1, ,665.6771842,5513.229501,2003,South,Riverside,NA,CANYON,NA,NA,OTHER,NA,4336,B,Arson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3270,20363,2017,CA,CCO,LAC,OLD,212637,7/18/2017 0:00,7/18/2017 0:00,2, ,0,1.63832,7,1, ,512.4539209,6630.049442,2016,NA,NA,NA,OLD,0006-04-20,0006-10-20,LOCAL,NA,465,BG,Undetermined,9,LAC-457,NA,Los Angeles,NA,NA,NA,NA,1,0,0
3271,20366,2017,CA,CCO,LAC,COYOTE,324083,10/29/2017 0:00,10/29/2017 0:00,14, ,0.4,0.242691,1,1, ,171.3812575,982.1369979,2003,South,San Diego,NA,COYOTE,NA,NA,CDF,18705,NA,GTWB,Lightning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3272,20369,2017,CA,CCO,LAC,LEONA,270836,9/9/2017 0:00,9/9/2017 0:00,11, ,0,0.139297,1,1, ,112.1350437,563.7149644,2002,South,San Bernardino,NA,LEONA,0009-03-20,0009-08-20,CC,NA,5124,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3273,20373,2017,CA,CCO,LAC,RODEO,218382,7/23/2017 0:00,7/23/2017 0:00,14, ,0,61.1029015,1,1, ,5604.140708,247274.818,2008,NA,Tulare,NA,RODEO,NA,NA,CDF,500,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3274,20377,2017,CA,CCO,LAC,SKYLINE,339735,11/13/2017 0:00,11/13/2017 0:00,2, ,0,0.0701632,1,1, ,125.972249,283.9405799,1996,Sierra,Kings County Assist,NA,SKYLINE,NA,NA,CC,NA,16740,N/A,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3275,20379,2017,CA,CCO,LAC,CREEK,362189,12/5/2017 0:00,12/5/2017 0:00,14, ,15619,15619.09961,7,1, ,59428.09755,63208443.18,1994,Sierra,Tuolumne-Calaveras,NA,CREEK,0008-09-19,NA,CDF,442,NA,TB,Smoking,3,NA,NA,NA,NA,NA,NA,NA,0,0,0
3276,20380,2017,CA,CCO,LAC,RYE,362441,12/5/2017 0:00,12/13/2017 0:00,14, ,6049,6047.720215,7,1, ,35512.55205,24474248.6,2017,NA,NA,NA,RYE,0012-05-20,NA,CC,NA,6046,BG,Undetermined,6,LAC-362441,NA,Los Angeles,NA,NA,NA,NA,3,0,0
3277,20381,2017,CA,CCO,KRN,MING,1718713,5/20/2017 0:00,5/20/2017 0:00,14,CA-KRN-018713,0,449.7780151,1,1, ,8997.466477,1820187.334,2017,NA,NA,NA,MING,NA,NA,CC,NA,506,G,Undetermined,0,KRN-18713,NA,Kern,NA,NA,NA,NA,0,0,0
3278,20385,2017,CA,CCO,KRN,HUDSON,1727936,7/18/2017 0:00,7/18/2017 0:00,14,CA-KERN-27936,0,1182.300049,1,1, ,10316.14692,4784603.468,2017,NA,NA,NA,HUDSON,NA,NA,LOCAL,NA,1083,G,Undetermined,0,KRN-27936,NA,Kern,NA,NA,NA,NA,0,0,0
3279,20395,2017,CA,CCO,KRN,LOOP,1722426,6/15/2017 0:00,6/15/2017 0:00,14, ,0,9.8557901,1,1, ,942.8717034,39884.96823,2014,NA,NA,NA,LOOP,NA,NA,MIL,NA,500,BG,Undetermined,0,FHL-1818,NA,Monterey,NA,NA,NA,NA,0,0,0
3280,20396,2017,CA,CCO,KRN,AIRPORT,1715786,4/29/2017 0:00,4/29/2017 0:00,14, ,0,20.8027,1,1, ,1559.039495,84185.723,2002,South,San Bernardino,NA,AIRPORT,NA,NA,CDF,846,NA,GWB,Misc,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3281,20399,2017,CA,CCO,KRN,GRANITE,1715266,4/25/2017 0:00,4/25/2017 0:00,14, ,0,4.6717601,1,1, ,777.8319283,18905.94305,2000,Sierra,Mariposa,NA,GRANITE,0007-02-20,0007-04-20,CDF,2000,NA,WB,Shooting,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3282,20401,2017,CA,CCO,KRN,CREEK,1720870,6/6/2017 0:00,6/6/2017 0:00,14, ,0,32.6519012,1,1, ,2459.512429,132137.4647,1994,Sierra,Tuolumne-Calaveras,NA,CREEK,0008-09-19,NA,CDF,442,NA,TB,Smoking,3,NA,NA,NA,NA,NA,NA,NA,0,0,0
3283,20405,2017,CA,CCO,KRN,ELK,1729022,6/2/2017 0:00,6/2/2017 0:00,14, ,0,14.0407,1,1, ,1462.970311,56820.61523,2008,NA,Tulare,NA,ELK,NA,NA,CDF,600,NA,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3284,20407,2017,CA,CCO,KRN,SKYLINE,1718179,5/16/2017 0:00,5/16/2017 0:00,14, ,0,8.1738005,1,1, ,822.0680199,33078.18825,1996,Sierra,Kings County Assist,NA,SKYLINE,NA,NA,CC,NA,16740,N/A,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3285,20411,2017,CA,CCO,KRN,WEST,1723148,6/19/2017 0:00,6/19/2017 0:00,14, ,0,32.9350014,1,1, ,1932.54592,133283.2845,2010,NA,NA,NA,WEST,NA,0008-06-20,CALFIRE,1658,NA,BG,Equipment use,50,KRN-0021461,NA,Kern,NA,NA,NA,CC,13,0,0
3286,20418,2017,CA,BLM,NOD,WEST,1810,4/1/2017 0:00,4/3/2017 0:00,5, ,0,401.2879944,1,1, ,5914.913502,1623953.818,2010,NA,NA,NA,WEST,NA,0008-06-20,CALFIRE,1658,NA,BG,Equipment use,50,KRN-0021461,NA,Kern,NA,NA,NA,CC,13,0,0
3287,20419,2017,CA,BLM,CND,ALPAUGH,1183,6/15/2017 0:00,6/16/2017 0:00,10, ,0,20.3302994,1,1, ,1487.121104,82273.6145,2006,Sierra,Tulare,NA,ALPAUGH,NA,NA,LOCAL,0,0,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288,20420,2017,CA,BLM,NOD,RIVER,2980,6/4/2017 0:00,6/5/2017 0:00,14, ,0,71.2298965,7,1, ,3783.134697,288257.2499,1986,IV,San Benito-Monterey,NA,RIVER,0011-06-19,0011-08-19,CDF,5375,NA,WBG,Debris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3289,20422,2017,CA,BLM,NOD,LONG VALLEY,30366,7/11/2017 0:00,7/27/2017 0:00,10, ,0,83581.39844,7,1, ,194498.9176,338241972.5,1990,II,Shasta-Trinity,NA,LONG VALLEY,0008-10-19,NA,CDF,110,490,TWB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
